organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url,org_url
Atrius Health,3,Atrius_Health.png,owner/occupier,,Atrius Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Atrius_Health.png,,,,,,https://www.atriushealth.org
"Fenway Capital Advisors, LLC",3,Fenway_Capital_Advisors_LLC.png,owner,,Fenway Capital Advisors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fenway_Capital_Advisors_LLC.png,Fenway Capital Advisors|fenway capital advisors,,,,,https://fenwayca.com
Suffolk County,0,Suffolk_County.png,owner,,Suffolk County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Suffolk_County.png,suffolk,,,,,https://www.suffolkcountyny.gov
Boston Center For The Arts,3,Boston_Center_For_The_Arts.png,owner/occupier,,Boston Center for Arts,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_Center_For_The_Arts.png,Boston Center for Arts|boston center for arts,,,,,https://bostonarts.org
Lululemon,0,Lululemon.png,tenant,,Lululemon,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lululemon.png,,,,,,https://www.lululemon.com
ASB Real Estate,9,ASB_Real_Estate.png,owner,,ASB Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ASB_Real_Estate.png,,,,,,https://www.asbrealestate.com
Dsw Designer Shoe Warehouse,3,Dsw_Designer_Shoe_Warehouse.png,tenant,,DSW,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dsw_Designer_Shoe_Warehouse.png,dsw|DSW,,,,,https://www.dsw.com
Suffolk University,3,Suffolk_University.png,owner/occupier,,Suffolk University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Suffolk_University.png,Downtown Boston|Rams|su|Suffolk,,,,,https://www.suffolk.edu
Five Below,0,Five_Below.png,tenant,,Five Below,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Five_Below.png,,,,,,https://www.fivebelow.com
UMB Bank,3,UMB_Bank.png,owner,,UMB Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/UMB_Bank.png,,,,,,https://www.umb.com
RiverRock Real Estate Group,3,RiverRock_Real_Estate_Group.png,property manager,,RiverRock,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RiverRock_Real_Estate_Group.png,riverrock|RiverRock,,,,,https://www.riverrockre.com
Solano County,0,Solano_County.png,owner,,Solano County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Solano_County.png,solano,,,,,https://www.solanocounty.com
At Home,3,At_Home.png,tenant,,At Home,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/At_Home.png,,,,,,https://www.athome.com
"Ericsson, INC.",3,Ericsson_INC.png,tenant,,Ericsson,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ericsson_INC.png,ericsson|Ericsson,,,,,https://www.ericsson.com
"Block Real Estate Services, LLC",3,Block_Real_Estate_Services_LLC.png,property manager,,Block Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Block_Real_Estate_Services_LLC.png,block real estate|Block Real Estate,,,,,https://www.blockllc.com
Georgia State University,3,Georgia_State_University.png,owner,,Georgia State University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Georgia_State_University.png,gsu,,,,,https://www.gsu.edu
Truman Medical Center,3,Truman_Medical_Center.png,owner,,Truman Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Truman_Medical_Center.png,,,,,,https://www.umkchealthsystem.org
Harvard Pacific (DCC),0,Harvard_Pacific_DCC.png,owner,,Harvard Pacific,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Harvard_Pacific_DCC.png,DCC|harvard pacific|Harvard Pacific,,,,,https://harvardpacific.com
Brennan Properties,3,Brennan_Properties.png,property manager,,Brennan Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brennan_Properties.png,,,,,,https://brennanproperties.com
Habitat For Humanity Restore,3,Habitat_For_Humanity_Restore.png,tenant,,Habitat for Humanity,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Habitat_For_Humanity_Restore.png,habitat for humanity|Habitat for Humanity,,,,,https://www.habitat.org/restores
Stars REI,4,Stars_REI.png,owner,,Stars REI,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stars_REI.png,,,,,,https://starsrei.com
Columbus Properties,3,Columbus_Properties.png,owner,,Columbus Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Columbus_Properties.png,,,,,,https://www.columbuspropertiesinc.com
WC Smith,3,WC_Smith.png,property manager,,WC Smith,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/WC_Smith.png,,,,,,https://wcsmith.com
Nsp Ventures Corporation,3,Nsp_Ventures_Corporation.png,owner,,NSP Ventures,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nsp_Ventures_Corporation.png,nsp ventures|NSP Ventures,,,,,https://nspgroup.com
Washington Real Estate Investment Trust,3,Washington_Real_Estate_Investment_Trust.png,owner/operator,,WashREIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Washington_Real_Estate_Investment_Trust.png,washreit|WashREIT,,,,,https://www.elmereit.com
National Community Reinvestment Coalition,3,National_Community_Reinvestment_Coalition.png,tenant,,NCRC Reinvestment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/National_Community_Reinvestment_Coalition.png,NCRC Reinvestment|ncrc reinvestment,,,,,https://ncrc.org
Department Of Behavioral Health,0,Department_Of_Behavioral_Health.png,tenant,,DC Behavioral Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Department_Of_Behavioral_Health.png,behavioral health|Behavioral Health|dbh,,,,,https://dbh.dc.gov
Ameritus,4,Ameritus.png,property manager,,Ameritus,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ameritus.png,,,,,,https://ameritus.com
University of Illinois Foundation,3,University_of_Illinois_Foundation.png,owner,,U of Illinois Foundation,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_of_Illinois_Foundation.png,Champaign|Illini|Illinois|U of I|u of illinois|u of illinois foundation|U of Illinois Foundation|uif|UIUC|Urbana,,,,,https://uif.uillinois.edu
West Loop Investors LLC,0,West_Loop_Investors_LLC.png,owner,,West Loop Investors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/West_Loop_Investors_LLC.png,West Loop Investors|west loop investors,,,,,https://westloopinvestors.com
Rush University Medical Center (RUMC),3,Rush_University_Medical_Center_RUMC.png,owner/occupier,,Rush Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rush_University_Medical_Center_RUMC.png,RUMC|Rush|Rush Hospital|Rush Medical|Rush Medical Center|rush medical center,,,,,https://www.rush.edu
Granite Properties,3,Granite_Properties.png,owner,,Granite Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Granite_Properties.png,,,,,,https://graniteproperties.com
Contractors' Warehouse,3,Contractors_Warehouse.png,tenant,,Contractors' Warehouse,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Contractors_Warehouse.png,,,,,,https://www.contractorswarehouse.com
Stony Point East LP,3,Stony_Point_East_LP.png,owner,,Stony Point East,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stony_Point_East_LP.png,Stony Point East|stony point east,,,,,https://stonypoint.com
Intel,0,Intel.png,tenant,,Intel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Intel.png,Chipmaker|CIA|INTC|Intel|Intelligence|Langley,,,,,https://www.intel.com
"Medtronic, INC.",3,Medtronic_INC.png,tenant,,Medtronic,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Medtronic_INC.png,medtronic|Medtronic,,,,,https://www.medtronic.com
Menlo Equities,3,Menlo_Equities.png,owner,,Menlo Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Menlo_Equities.png,,,,,,https://www.menloequities.com
Hewlett Packard Enterprise,0,Hewlett_Packard_Enterprise.png,tenant,,HPE,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hewlett_Packard_Enterprise.png,hpe|HPE,,,,,https://www.hpe.com
YOTEL,3,YOTEL.png,tenant,,YOTEL,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/YOTEL.png,,,,,,https://www.yotel.com
Far Rockaway,3,Far_Rockaway.png,tenant,,Far Rockaway,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Far_Rockaway.png,,,,,,https://www.nyc.gov
Grainger Industrial Supply,3,Grainger_Industrial_Supply.png,tenant,,Grainger,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Grainger_Industrial_Supply.png,Grainger|grainger,,,,,https://www.grainger.com
Esplanade 99 LLC,3,Esplanade_99_LLC.png,owner,,Esplanade 99,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Esplanade_99_LLC.png,esplanade 99|Esplanade 99,,,,,https://www.openigloo.com/contact/nyc/038a26ba-e48d-4a49-8a32-45a1a77e4cd9/esplanade-99-llc
KPMG,0,KPMG.png,tenant,,KPMG,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/KPMG.png,,,,,,https://kpmg.com
Vision Quest & Career Pathway District,3,Vision_Quest_Career_Pathway_District.png,owner,,Vision Quest,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Vision_Quest_Career_Pathway_District.png,Vision Quest|vision quest,,,,,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686760139998
Collaborative Project Consulting,3,Collaborative_Project_Consulting.png,property manager,,Collaborative Project,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Collaborative_Project_Consulting.png,Collaborative Project|collaborative project,,,,,https://www.collaborativeprojectconsulting.com
"Acc, LLC",3,Acc_LLC.png,owner,,Acc,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Acc_LLC.png,acc|Acc,,,,,https://www.acc.com
Salesforce,0,Salesforce.png,tenant,,Salesforce,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Salesforce.png,CRM|Salesforce|SFDC,,,,,https://www.salesforce.com
North American Properties,3,North_American_Properties.png,owner,,North American,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/North_American_Properties.png,north american|North American,,,,,https://www.naproperties.com
Protestant Episcopal Cathedral Fnd Dc,3,Protestant_Episcopal_Cathedral_Fnd_Dc.png,owner,,National Cathedral,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Protestant_Episcopal_Cathedral_Fnd_Dc.png,National Cathedral|national cathedral,,,,,https://cathedral.org
Sidwell Friends School,0,Sidwell_Friends_School.png,tenant,,Sidwell Friends School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sidwell_Friends_School.png,,,,,,https://www.sidwell.edu
Baypoint Preparatory Academy - San Diego District,3,Baypoint_Preparatory_Academy_San_Diego_District.png,owner,,Baypoint Prep,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Baypoint_Preparatory_Academy_San_Diego_District.png,Baypoint Prep|baypoint prep,,,,,https://www.baypointacademy.org
Riverdale Country School (New York),3,Riverdale_Country_School_New_York.png,tenant,,Riverdale Country School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverdale_Country_School_New_York.png,riverdale country school|Riverdale Country School,,,,,https://www.riverdale.edu
Denver Public Schools,3,Denver_Public_Schools.png,owner,,Denver Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Denver_Public_Schools.png,Denver Schools|denver schools|DPS,,,,,https://www.dpsk12.org
City Of Chula Vista,0,City_Of_Chula_Vista.png,owner,,Chula Vista City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Chula_Vista.png,chula vista|Chula Vista,,,,,https://www.chulavistaca.gov
DC Preparatory Academy,3,DC_Preparatory_Academy.png,owner/occupier,,DC Preparatory Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DC_Preparatory_Academy.png,,,,,,https://www.dcprep.org
Madera County,0,Madera_County.png,owner,,Madera County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Madera_County.png,madera,,,,,https://www.maderacounty.com
North Side Community School,3,North_Side_Community_School.png,owner,,North Side Community,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/North_Side_Community_School.png,North Side Community|north side community,,,,,https://northsidecommunityschool.org
Central Stickney Sd 110,3,Central_Stickney_Sd_110.png,owner,,Central Stickney Sd 110,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Central_Stickney_Sd_110.png,,,,,,https://www.centralstickney110.org
Yuba City Unified School District,3,Yuba_City_Unified_School_District.png,owner,,Yuba City Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yuba_City_Unified_School_District.png,Yuba City Schools|yuba city schools|yuba city usd,,,,,https://www.ycusd.org
Central Calif Migrant Head Start Jpa,3,Central_Calif_Migrant_Head_Start_Jpa.png,owner,,Central CA Head Start,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Central_Calif_Migrant_Head_Start_Jpa.png,central ca head start|Central CA Head Start,,,,,https://ccmhs.org
Eugenio Maria De Hostos Cs,3,Eugenio_Maria_De_Hostos_Cs.png,owner,,Hostos Charter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Eugenio_Maria_De_Hostos_Cs.png,hostos charter|Hostos Charter,,,,,https://hostoscharter.org
Plumas Lake Elementary (Olivehurst),3,Plumas_Lake_Elementary_Olivehurst.png,owner,,Plumas Lake Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Plumas_Lake_Elementary_Olivehurst.png,Plumas Lake Elementary|plumas lake elementary,,,,,https://www.plusd.org
California Montessori Project - Elk Grove Campus District,3,California_Montessori_Project_Elk_Grove_Campus_District.png,owner,,CA Montessori Elk Grove,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/California_Montessori_Project_Elk_Grove_Campus_District.png,CA Montessori Elk Grove|ca montessori elk grove,,,,,https://eg.cacmp.org
Riverside Community College District,3,Riverside_Community_College_District.png,owner/occupier,,Riverside CC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverside_Community_College_District.png,riverside cc|Riverside CC,,,,,https://www.rccd.edu
Victoria's Secret,0,Victoria_s_Secret.png,tenant,,Victoria's Secret,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Victoria_s_Secret.png,,,,,,https://www.victoriassecret.com
Westlake Park Place Inc.,3,Westlake_Park_Place_Inc.png,owner,,Westlake Park Place,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Westlake_Park_Place_Inc.png,Westlake Park Place|westlake park place,,,,,https://www.westlakeparkplace.com
El Super,0,El_Super.png,tenant,,El Super,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/El_Super.png,,,,,,https://www.elsuper.com
Silvergate Residential Care,3,Silvergate_Residential_Care.png,tenant,,Silvergate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Silvergate_Residential_Care.png,silvergate|Silvergate,,,,,https://silvergaterr.com
Elijah Equities,3,Elijah_Equities.png,owner,,Elijah Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Elijah_Equities.png,,,,,,https://elijahequities.com
Hh Prop LLC,0,Hh_Prop_LLC.png,owner,,Hh Prop,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hh_Prop_LLC.png,hh prop|Hh Prop,,,,,https://www.hhprop.com
Pixar,3,Pixar.png,owner/occupier,,Pixar,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pixar.png,,,,,,https://www.pixar.com
St. Joseph Hospital,3,St_Joseph_Hospital.png,owner/occupier,,St. Joseph Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Joseph_Hospital.png,,,,,,https://www.sjo.org
Thrifty Oil/Orden Company,3,Thrifty_Oil_Orden_Company.png,owner,,Thrifty Oil/Orden,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Thrifty_Oil_Orden_Company.png,thrifty oil/orden|Thrifty Oil/Orden,,,,,https://ordencompany.com
Mathis Home,0,Mathis_Home.png,owner/occupier,,Mathis Home,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mathis_Home.png,,,,,,https://www.mathishome.com
Cj Segerstrom & Sons,3,Cj_Segerstrom_Sons.png,owner,,Cj Segerstrom & Sons,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cj_Segerstrom_Sons.png,,,,,,https://www.southcoastplaza.com
Align Technology,3,Align_Technology.png,owner/occupier,,Align Technology,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Align_Technology.png,,,,,,https://www.aligntech.com
PM Realty Group,3,PM_Realty_Group.png,property manager,,PM Realty Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/PM_Realty_Group.png,,,,,,https://madisonmarquette.com
Super King Markets,0,Super_King_Markets.png,tenant,,Super King Markets,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Super_King_Markets.png,,,,,,https://superkingmarkets.com
Queen Of The Valley Medical Center,3,Queen_Of_The_Valley_Medical_Center.png,owner/occupier,,Queen of Valley Medical,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Queen_Of_The_Valley_Medical_Center.png,queen of valley medical|Queen of Valley Medical,,,,,https://www.providence.org/locations/norcal/queen-of-the-valley
Art Center College Of Design,3,Art_Center_College_Of_Design.png,owner/occupier,,ArtCenter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Art_Center_College_Of_Design.png,artcenter|ArtCenter,,,,,https://www.artcenter.edu
Life Time,0,Life_Time.png,tenant,,Life Time,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Life_Time.png,,,,,,https://www.lifetime.life
Sierra Pacific Properties,3,Sierra_Pacific_Properties.png,owner,,Sierra Pacific,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sierra_Pacific_Properties.png,sierra pacific|Sierra Pacific,,,,,https://www.spi-ind.com
Fig Garden Financial,3,Fig_Garden_Financial.png,tenant,,Fig Garden Financial,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fig_Garden_Financial.png,,,,,,https://figgardenfinancial.com
Cerritos Tc Property Owner Jv LLC,3,Cerritos_Tc_Property_Owner_Jv_LLC.png,owner,,Cerritos TC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cerritos_Tc_Property_Owner_Jv_LLC.png,cerritos tc|Cerritos TC,,,,,https://cerritostc.com
CareTrust REIT,3,CareTrust_REIT.png,owner/operator,,CareTrust REIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CareTrust_REIT.png,,,,,,https://www.caretrustreit.com
Ganahl Lumber,3,Ganahl_Lumber.png,tenant,,Ganahl Lumber,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ganahl_Lumber.png,,,,,,https://www.ganahllumber.com
St Jude Medical Center,3,St_Jude_Medical_Center.png,owner/occupier,,St Jude Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Jude_Medical_Center.png,,,,,,https://www.stjudemedicalcenter.org
"Newport Healthcare Center, LLC",3,Newport_Healthcare_Center_LLC.png,owner,,Newport Healthcare Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Newport_Healthcare_Center_LLC.png,Newport Healthcare Center|newport healthcare center,,,,,https://www.newporthealthcare.com
State Of Washington,3,State_Of_Washington.png,owner,,State Of Washington,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_Of_Washington.png,state of washington|Washington State|WA State,,,,,https://www.wa.gov
Des Moines Public Schools (Chicago),3,Des_Moines_Public_Schools_Chicago.png,tenant,,Des Moines Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Des_Moines_Public_Schools_Chicago.png,des moines (chicago) schools|Des Moines Public Schools|des moines public schools,,,,,https://www.dmschools.org
"Hudson Campus Center, LLC",0,Hudson_Campus_Center_LLC.png,owner,,Hudson Campus Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hudson_Campus_Center_LLC.png,hudson campus center|Hudson Campus Center,,,,,https://www.hccc.edu
Partnership Healthplan Of California,3,Partnership_Healthplan_Of_California.png,owner/occupier,,Partnership HealthPlan,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Partnership_Healthplan_Of_California.png,partnership healthplan|Partnership HealthPlan,,,,,https://www.partnershiphp.org
San Bernardino Community College District,3,San_Bernardino_Community_College_District.png,owner/occupier,,San Bernardino CC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Bernardino_Community_College_District.png,San Bernardino CC|san bernardino cc,,,,,https://www.sbccd.edu
San Jose Unified School District,3,San_Jose_Unified_School_District.png,owner,,San Jose Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Jose_Unified_School_District.png,San Jose Schools|san jose schools|san jose usd,,,,,https://www.sjusd.org
Contra Costa County,0,Contra_Costa_County.png,owner,,Contra Costa County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Contra_Costa_County.png,contra costa,,,,,https://www.contracosta.ca.gov
Albany City Unified School District,3,Albany_City_Unified_School_District.png,owner,,Albany Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Albany_City_Unified_School_District.png,albany city schools|albany city usd|Albany Schools|albany schools,,,,,https://www.ausdk12.org
The Spence School,0,The_Spence_School.png,owner,,Spence School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Spence_School.png,Spence School|spence school,,,,,https://www.spenceschool.org
Roche,3,Roche.png,owner/occupier,,Roche,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Roche.png,,,,,,https://www.roche.com
"Bay Meadows Station Investors, LLC",3,Bay_Meadows_Station_Investors_LLC.png,owner,,Bay Meadows Station,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bay_Meadows_Station_Investors_LLC.png,bay meadows station|Bay Meadows Station,,,,,https://baymeadows.com
Latin School Of Chicago,3,Latin_School_Of_Chicago.png,owner/occupier,,Latin School of Chicago,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Latin_School_Of_Chicago.png,,,,,,https://www.latinschool.org
Hickman Mills C-1,3,Hickman_Mills_C_1.png,owner,,Hickman Mills C-1,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hickman_Mills_C_1.png,,,,,,https://www.hickmanmills.org
San Mateo Union High School District,3,San_Mateo_Union_High_School_District.png,owner,,San Mateo High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Mateo_Union_High_School_District.png,san mateo high schools|San Mateo High Schools,,,,,https://www.smuhsd.org
Nokia,0,Nokia.png,tenant,,Nokia,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nokia.png,,,,,,https://www.nokia.com
Marin County,3,Marin_County.png,owner,,Marin County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Marin_County.png,marin,,,,,https://www.marincounty.org
Lucky,5,Lucky.png,tenant,,Lucky,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lucky.png,,,,,,https://www.luckysupermarkets.com
City Of San Jose,0,City_Of_San_Jose.png,owner,,San Jose City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_San_Jose.png,San Jose|san jose|Silicon Valley|SJ,,,,,https://www.sanjoseca.gov
San Jose Police Department (SJPD),0,San_Jose_Police_Department_SJPD.png,tenant,,San Jose Police,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Jose_Police_Department_SJPD.png,San Jose Police|san jose police|SJPD,,,,,https://www.sjpd.org
SAP Labs,3,SAP_Labs.png,tenant,,SAP Labs,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/SAP_Labs.png,,,,,,https://www.sap.com
Unibail-Rodamco-Westfield,8,Unibail_Rodamco_Westfield.png,owner,,Unibail-Rodamco-Westfield,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Unibail_Rodamco_Westfield.png,,,,,,https://www.urw.com
"Recreational Equipment, Inc. (REI)",0,Recreational_Equipment_Inc_REI.png,tenant,,REI,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Recreational_Equipment_Inc_REI.png,rei|REI,,,,,https://www.rei.com
Cypress Elementary (Cypress),3,Cypress_Elementary_Cypress.png,owner,,Cypress Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cypress_Elementary_Cypress.png,Cypress Elementary|cypress elementary,,,,,https://www.cypsd.k12.ca.us
City Sports Club,0,City_Sports_Club.png,tenant,,City Sports Club,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Sports_Club.png,,,,,,https://citysportsclub.com
Cabrillo Unified School District,3,Cabrillo_Unified_School_District.png,owner,,Cabrillo Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cabrillo_Unified_School_District.png,Cabrillo Schools|cabrillo schools|cabrillo usd,,,,,https://www.cabrillo.k12.ca.us
The Education Corps District,3,The_Education_Corps_District.png,owner,,Education Corps,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Education_Corps_District.png,education corps|Education Corps,,,,,https://www.laedcorps.org
Aspira INC. Of Illinois,3,Aspira_INC_Of_Illinois.png,owner,,Aspira of Illinois,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aspira_INC_Of_Illinois.png,aspira of illinois|Aspira of Illinois,,,,,https://aspirail.org
Sulphur Springs Union School District,3,Sulphur_Springs_Union_School_District.png,owner,,Sulphur Springs Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sulphur_Springs_Union_School_District.png,sulphur springs schools|Sulphur Springs Schools,,,,,https://www.sssd.k12.ca.us
Los Banos Unified School District,3,Los_Banos_Unified_School_District.png,owner,,Los Banos Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Los_Banos_Unified_School_District.png,los banos schools|Los Banos Schools|los banos usd,,,,,https://www.losbanosusd.k12.ca.us
Bellevue Union School District,3,Bellevue_Union_School_District.png,owner,,Bellevue Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bellevue_Union_School_District.png,Bellevue Schools|bellevue schools,,,,,https://www.busd.org
Catholic High School Association (New York),3,Catholic_High_School_Association_New_York.png,tenant,,Catholic HS Association,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Catholic_High_School_Association_New_York.png,catholic hs association|Catholic HS Association,,,,,https://www.chsaany.org
Carlsbad Unified School District,3,Carlsbad_Unified_School_District.png,owner,,Carlsbad Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Carlsbad_Unified_School_District.png,carlsbad schools|Carlsbad Schools|carlsbad usd,,,,,https://www.carlsbadusd.k12.ca.us
"Milan OFC, LLC",0,Milan_OFC_LLC.png,owner,,Milan OFC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Milan_OFC_LLC.png,Milan OFC|milan ofc,,,,,https://milanofc.com
