organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url
Yuba County,0,Yuba_County.png,owner,,Yuba County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yuba_County.png,yuba,,,,
AFIAA Investment Foundation,5,AFIAA_Investment_Foundation.png,property manager,,AFIAA Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AFIAA_Investment_Foundation.png,afiaa investment|AFIAA Investment,,,,
New York Law School,3,New_York_Law_School.png,owner,,NY Law School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_York_Law_School.png,,,,,
Parker Properties,3,Parker_Properties.png,owner,,Parker Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Parker_Properties.png,,,,,
City National Bank,0,City_National_Bank.png,tenant,,City National Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_National_Bank.png,,,,,
Employment Development Department,0,Employment_Development_Department.png,owner,,EDD Employment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Employment_Development_Department.png,edd employment|EDD Employment,,,,
Federal Reserve Bank,4,Federal_Reserve_Bank.png,owner,,Federal Reserve Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Federal_Reserve_Bank.png,,,,,
Select Physical Therapy,0,Select_Physical_Therapy.png,tenant,,Select Physical Therapy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Select_Physical_Therapy.png,,,,,
City Of Hope,3,City_Of_Hope.png,tenant,,Hope,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Hope.png,Hope|hope,,,,
Labcorp,0,Labcorp.png,tenant,,Labcorp,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Labcorp.png,,,,,
Northern Star LLC,4,Northern_Star_LLC.png,property manager,,Northern Star,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northern_Star_LLC.png,northern star|Northern Star,,,,
Ashkenazy Acquisition,3,Ashkenazy_Acquisition.png,owner,,Ashkenazy Acquisition,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ashkenazy_Acquisition.png,,,,,
Trump Organization,5,Trump_Organization.png,property manager,,Trump,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Trump_Organization.png,trump|Trump,,,,
T. Rowe Price,0,T_Rowe_Price.png,tenant,,T. Rowe Price,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/T_Rowe_Price.png,T Rowe|T. Rowe Price|TROW,,,,
Bain Capital,3,Bain_Capital.png,owner/operator,,Bain Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bain_Capital.png,,,,,
Rocco Tomassetti,3,Rocco_Tomassetti.png,property manager,,Rocco Tomassetti,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rocco_Tomassetti.png,,,,,
Accenture,3,Accenture.png,tenant,,Accenture,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Accenture.png,,,,,
Dos Lagos,0,Dos_Lagos.png,tenant,,Dos Lagos,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dos_Lagos.png,,,,,
Building Management Co.,0,Building_Management_Co.png,owner,,Building Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Building_Management_Co.png,building management|Building Management,,,,
AM Property Holding,0,AM_Property_Holding.png,owner,,AM Property Holding,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AM_Property_Holding.png,,,,,
Dast Holding CORP,3,Dast_Holding_CORP.png,owner,,Dast Holding CORP,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dast_Holding_CORP.png,,,,,
United States Realty & Investment Company,0,United_States_Realty_Investment_Company.png,owner,,US Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/United_States_Realty_Investment_Company.png,US Realty|us realty,,,,
Taconic Partners,4,Taconic_Partners.png,property manager,,Taconic Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Taconic_Partners.png,,,,,
Sapir Organization,4,Sapir_Organization.png,owner,,Sapir,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sapir_Organization.png,sapir|Sapir,,,,
Federal Express Corporation (FedEx),3,Federal_Express_Corporation_FedEx.png,tenant,,FedEx,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Federal_Express_Corporation_FedEx.png,fedex|FedEx,,,,
LUMA Hotel,3,LUMA_Hotel.png,tenant,,LUMA Hotel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/LUMA_Hotel.png,,,,,
Schur Management Company,0,Schur_Management_Company.png,owner,,Schur Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Schur_Management_Company.png,Schur Management|schur management,,,,
Pali Management Group,3,Pali_Management_Group.png,owner,,Pali,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pali_Management_Group.png,pali|Pali,,,,
Hrair Darakjian,0,Hrair_Darakjian.png,owner,,Hrair Darakjian,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hrair_Darakjian.png,,,,,
Decron Properties,3,Decron_Properties.png,owner,,Decron Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Decron_Properties.png,,,,,
San Jose City College,3,San_Jose_City_College.png,owner/occupier,,San Jose City College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Jose_City_College.png,,,,,
Yardi Systems,0,Yardi_Systems.png,owner,,Yardi Systems,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yardi_Systems.png,,,,,
"Mgr Oc I, LLC",0,Mgr_Oc_I_LLC.png,owner,,Mgr Oc I,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mgr_Oc_I_LLC.png,mgr oc i|Mgr Oc I,,,,
Valley College,0,Valley_College.png,owner,,Valley College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Valley_College.png,,,,,
San Antonio Regional Hospital,3,San_Antonio_Regional_Hospital.png,owner/occupier,,San Antonio Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Antonio_Regional_Hospital.png,San Antonio Hospital|san antonio hospital,,,,
"Matern Law Group, PC",3,Matern_Law_Group_PC.png,tenant,,Matern Law Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Matern_Law_Group_PC.png,Matern Law Group|matern law group,,,,
Directors Guild Of America,3,Directors_Guild_Of_America.png,owner,,Directors Guild,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Directors_Guild_Of_America.png,Directors Guild|directors guild,,,,
Woodmont Real Estate Services,0,Woodmont_Real_Estate_Services.png,owner,,Woodmont Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Woodmont_Real_Estate_Services.png,Woodmont Real Estate|woodmont real estate,,,,
Turner Broadcasting,3,Turner_Broadcasting.png,tenant,,Turner Broadcasting,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Turner_Broadcasting.png,,,,,
Savannah College Of Art And Design,3,Savannah_College_Of_Art_And_Design.png,owner,,Savannah Art & Design,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Savannah_College_Of_Art_And_Design.png,SCAD|scad,,,,
Museum Of Fine Arts,3,Museum_Of_Fine_Arts.png,owner,,Museum of Fine Arts,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Museum_Of_Fine_Arts.png,,,,,
Southeast Realty Trust,0,Southeast_Realty_Trust.png,owner,,Southeast Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Southeast_Realty_Trust.png,Southeast Realty|southeast realty,,,,
Hive Property Owner LLC,3,Hive_Property_Owner_LLC.png,owner,,Hive Property Owner,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hive_Property_Owner_LLC.png,hive property owner|Hive Property Owner,,,,
Atrius Health,3,Atrius_Health.png,owner/occupier,,Atrius Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Atrius_Health.png,,,,,
"Fenway Capital Advisors, LLC",3,Fenway_Capital_Advisors_LLC.png,owner,,Fenway Capital Advisors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fenway_Capital_Advisors_LLC.png,Fenway Capital Advisors|fenway capital advisors,,,,
Suffolk County,0,Suffolk_County.png,owner,,Suffolk County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Suffolk_County.png,suffolk,,,,
Boston Center For The Arts,3,Boston_Center_For_The_Arts.png,owner/occupier,,Boston Center for Arts,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_Center_For_The_Arts.png,Boston Center for Arts|boston center for arts,,,,
Lululemon,0,Lululemon.png,tenant,,Lululemon,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lululemon.png,,,,,
ASB Real Estate,9,ASB_Real_Estate.png,owner,,ASB Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ASB_Real_Estate.png,,,,,
Dsw Designer Shoe Warehouse,3,Dsw_Designer_Shoe_Warehouse.png,tenant,,DSW,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dsw_Designer_Shoe_Warehouse.png,dsw|DSW,,,,
Suffolk University,3,Suffolk_University.png,owner/occupier,,Suffolk University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Suffolk_University.png,Downtown Boston|Rams|su|Suffolk,,,,
Five Below,0,Five_Below.png,tenant,,Five Below,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Five_Below.png,,,,,
UMB Bank,3,UMB_Bank.png,owner,,UMB Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/UMB_Bank.png,,,,,
RiverRock Real Estate Group,3,RiverRock_Real_Estate_Group.png,property manager,,RiverRock,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RiverRock_Real_Estate_Group.png,riverrock|RiverRock,,,,
Solano County,0,Solano_County.png,owner,,Solano County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Solano_County.png,solano,,,,
At Home,3,At_Home.png,tenant,,At Home,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/At_Home.png,,,,,
"Ericsson, INC.",3,Ericsson_INC.png,tenant,,Ericsson,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ericsson_INC.png,ericsson|Ericsson,,,,
"Block Real Estate Services, LLC",3,Block_Real_Estate_Services_LLC.png,property manager,,Block Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Block_Real_Estate_Services_LLC.png,block real estate|Block Real Estate,,,,
Georgia State University,3,Georgia_State_University.png,owner,,Georgia State University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Georgia_State_University.png,gsu,,,,
Truman Medical Center,3,Truman_Medical_Center.png,owner,,Truman Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Truman_Medical_Center.png,,,,,
Harvard Pacific (DCC),0,Harvard_Pacific_DCC.png,owner,,Harvard Pacific,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Harvard_Pacific_DCC.png,DCC|harvard pacific|Harvard Pacific,,,,
Brennan Properties,3,Brennan_Properties.png,property manager,,Brennan Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brennan_Properties.png,,,,,
Habitat For Humanity Restore,3,Habitat_For_Humanity_Restore.png,tenant,,Habitat for Humanity,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Habitat_For_Humanity_Restore.png,habitat for humanity|Habitat for Humanity,,,,
Stars REI,4,Stars_REI.png,owner,,Stars REI,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stars_REI.png,,,,,
Columbus Properties,3,Columbus_Properties.png,owner,,Columbus Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Columbus_Properties.png,,,,,
WC Smith,3,WC_Smith.png,property manager,,WC Smith,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/WC_Smith.png,,,,,
Nsp Ventures Corporation,3,Nsp_Ventures_Corporation.png,owner,,NSP Ventures,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nsp_Ventures_Corporation.png,nsp ventures|NSP Ventures,,,,
Washington Real Estate Investment Trust,3,Washington_Real_Estate_Investment_Trust.png,owner/operator,,WashREIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Washington_Real_Estate_Investment_Trust.png,washreit|WashREIT,,,,
National Community Reinvestment Coalition,3,National_Community_Reinvestment_Coalition.png,tenant,,NCRC Reinvestment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/National_Community_Reinvestment_Coalition.png,NCRC Reinvestment|ncrc reinvestment,,,,
Department Of Behavioral Health,0,Department_Of_Behavioral_Health.png,tenant,,DC Behavioral Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Department_Of_Behavioral_Health.png,behavioral health|Behavioral Health|dbh,,,,
Ameritus,4,Ameritus.png,property manager,,Ameritus,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ameritus.png,,,,,
University of Illinois Foundation,3,University_of_Illinois_Foundation.png,owner,,U of Illinois Foundation,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_of_Illinois_Foundation.png,Champaign|Illini|Illinois|U of I|u of illinois|u of illinois foundation|U of Illinois Foundation|uif|UIUC|Urbana,,,,
West Loop Investors LLC,0,West_Loop_Investors_LLC.png,owner,,West Loop Investors,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/West_Loop_Investors_LLC.png,West Loop Investors|west loop investors,,,,
Rush University Medical Center (RUMC),3,Rush_University_Medical_Center_RUMC.png,owner/occupier,,Rush Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rush_University_Medical_Center_RUMC.png,RUMC|Rush|Rush Hospital|Rush Medical|Rush Medical Center|rush medical center,,,,
Granite Properties,3,Granite_Properties.png,owner,,Granite Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Granite_Properties.png,,,,,
Contractors' Warehouse,3,Contractors_Warehouse.png,tenant,,Contractors' Warehouse,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Contractors_Warehouse.png,,,,,
Stony Point East LP,3,Stony_Point_East_LP.png,owner,,Stony Point East,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stony_Point_East_LP.png,Stony Point East|stony point east,,,,
Intel,0,Intel.png,tenant,,Intel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Intel.png,Chipmaker|CIA|INTC|Intel|Intelligence|Langley,,,,
"Medtronic, INC.",3,Medtronic_INC.png,tenant,,Medtronic,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Medtronic_INC.png,medtronic|Medtronic,,,,
Menlo Equities,3,Menlo_Equities.png,owner,,Menlo Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Menlo_Equities.png,,,,,
Hewlett Packard Enterprise,0,Hewlett_Packard_Enterprise.png,tenant,,HPE,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hewlett_Packard_Enterprise.png,hpe|HPE,,,,
YOTEL,3,YOTEL.png,tenant,,YOTEL,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/YOTEL.png,,,,,
Far Rockaway,3,Far_Rockaway.png,,,Far Rockaway,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Far_Rockaway.png,,,,,
Grainger Industrial Supply,3,Grainger_Industrial_Supply.png,tenant,,Grainger,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Grainger_Industrial_Supply.png,Grainger|grainger,,,,
Esplanade 99 LLC,3,Esplanade_99_LLC.png,owner,,Esplanade 99,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Esplanade_99_LLC.png,esplanade 99|Esplanade 99,,,,
KPMG,0,KPMG.png,tenant,,KPMG,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/KPMG.png,,,,,
Vision Quest & Career Pathway District,3,Vision_Quest_Career_Pathway_District.png,owner,,Vision Quest,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Vision_Quest_Career_Pathway_District.png,Vision Quest|vision quest,,,,
Collaborative Project Consulting,3,Collaborative_Project_Consulting.png,property manager,,Collaborative Project,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Collaborative_Project_Consulting.png,Collaborative Project|collaborative project,,,,
"Acc, LLC",3,Acc_LLC.png,owner,,Acc,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Acc_LLC.png,acc|Acc,,,,
Salesforce,0,Salesforce.png,tenant,,Salesforce,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Salesforce.png,CRM|Salesforce|SFDC,,,,
North American Properties,3,North_American_Properties.png,owner,,North American,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/North_American_Properties.png,north american|North American,,,,
Protestant Episcopal Cathedral Fnd Dc,3,Protestant_Episcopal_Cathedral_Fnd_Dc.png,owner,,National Cathedral,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Protestant_Episcopal_Cathedral_Fnd_Dc.png,National Cathedral|national cathedral,,,,
Sidwell Friends School,0,Sidwell_Friends_School.png,tenant,,Sidwell Friends School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sidwell_Friends_School.png,,,,,
Baypoint Preparatory Academy - San Diego District,3,Baypoint_Preparatory_Academy_San_Diego_District.png,owner,,Baypoint Prep,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Baypoint_Preparatory_Academy_San_Diego_District.png,Baypoint Prep|baypoint prep,,,,
Riverdale Country School (New York),3,Riverdale_Country_School_New_York.png,tenant,,Riverdale Country School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverdale_Country_School_New_York.png,riverdale country school|Riverdale Country School,,,,
Denver Public Schools,3,Denver_Public_Schools.png,owner,,Denver Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Denver_Public_Schools.png,Denver Schools|denver schools|DPS,,,,
City Of Chula Vista,0,City_Of_Chula_Vista.png,owner,,Chula Vista City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Chula_Vista.png,chula vista|Chula Vista,,,,
DC Preparatory Academy,3,DC_Preparatory_Academy.png,owner/occupier,,DC Preparatory Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DC_Preparatory_Academy.png,,,,,
Madera County,0,Madera_County.png,owner,,Madera County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Madera_County.png,madera,,,,
North Side Community School,3,North_Side_Community_School.png,owner,,North Side Community,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/North_Side_Community_School.png,North Side Community|north side community,,,,
Central Stickney Sd 110,3,Central_Stickney_Sd_110.png,owner,,Central Stickney Sd 110,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Central_Stickney_Sd_110.png,,,,,
Yuba City Unified School District,3,Yuba_City_Unified_School_District.png,owner,,Yuba City Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yuba_City_Unified_School_District.png,Yuba City Schools|yuba city schools|yuba city usd,,,,
Central Calif Migrant Head Start Jpa,3,Central_Calif_Migrant_Head_Start_Jpa.png,owner,,Central CA Head Start,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Central_Calif_Migrant_Head_Start_Jpa.png,central ca head start|Central CA Head Start,,,,
Eugenio Maria De Hostos Cs,3,Eugenio_Maria_De_Hostos_Cs.png,owner,,Hostos Charter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Eugenio_Maria_De_Hostos_Cs.png,hostos charter|Hostos Charter,,,,
Plumas Lake Elementary (Olivehurst),3,Plumas_Lake_Elementary_Olivehurst.png,owner,,Plumas Lake Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Plumas_Lake_Elementary_Olivehurst.png,Plumas Lake Elementary|plumas lake elementary,,,,
California Montessori Project - Elk Grove Campus District,3,California_Montessori_Project_Elk_Grove_Campus_District.png,owner,,CA Montessori Elk Grove,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/California_Montessori_Project_Elk_Grove_Campus_District.png,CA Montessori Elk Grove|ca montessori elk grove,,,,
Riverside Community College District,3,Riverside_Community_College_District.png,owner/occupier,,Riverside CC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverside_Community_College_District.png,riverside cc|Riverside CC,,,,
Victoria's Secret,0,Victoria_s_Secret.png,tenant,,Victoria's Secret,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Victoria_s_Secret.png,,,,,
Westlake Park Place Inc.,3,Westlake_Park_Place_Inc.png,owner,,Westlake Park Place,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Westlake_Park_Place_Inc.png,Westlake Park Place|westlake park place,,,,
El Super,0,El_Super.png,tenant,,El Super,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/El_Super.png,,,,,
Silvergate Residential Care,3,Silvergate_Residential_Care.png,tenant,,Silvergate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Silvergate_Residential_Care.png,silvergate|Silvergate,,,,
Elijah Equities,3,Elijah_Equities.png,,,Elijah Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Elijah_Equities.png,,,,,
Hh Prop LLC,0,Hh_Prop_LLC.png,owner,,Hh Prop,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hh_Prop_LLC.png,hh prop|Hh Prop,,,,
Pixar,3,Pixar.png,owner/occupier,,Pixar,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pixar.png,,,,,
St. Joseph Hospital,3,St_Joseph_Hospital.png,owner/occupier,,St. Joseph Hospital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Joseph_Hospital.png,,,,,
Thrifty Oil/Orden Company,3,Thrifty_Oil_Orden_Company.png,owner,,Thrifty Oil/Orden,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Thrifty_Oil_Orden_Company.png,thrifty oil/orden|Thrifty Oil/Orden,,,,
Mathis Home,0,Mathis_Home.png,owner/occupier,,Mathis Home,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mathis_Home.png,,,,,
Cj Segerstrom & Sons,3,Cj_Segerstrom_Sons.png,owner,,Cj Segerstrom & Sons,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cj_Segerstrom_Sons.png,,,,,
Align Technology,3,Align_Technology.png,owner/occupier,,Align Technology,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Align_Technology.png,,,,,
PM Realty Group,3,PM_Realty_Group.png,property manager,,PM Realty Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/PM_Realty_Group.png,,,,,
Super King Markets,0,Super_King_Markets.png,tenant,,Super King Markets,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Super_King_Markets.png,,,,,
Queen Of The Valley Medical Center,3,Queen_Of_The_Valley_Medical_Center.png,owner/occupier,,Queen of Valley Medical,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Queen_Of_The_Valley_Medical_Center.png,queen of valley medical|Queen of Valley Medical,,,,
Art Center College Of Design,3,Art_Center_College_Of_Design.png,owner/occupier,,ArtCenter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Art_Center_College_Of_Design.png,artcenter|ArtCenter,,,,
Life Time,0,Life_Time.png,tenant,,Life Time,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Life_Time.png,,,,,
Sierra Pacific Properties,3,Sierra_Pacific_Properties.png,owner,,Sierra Pacific,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sierra_Pacific_Properties.png,sierra pacific|Sierra Pacific,,,,
Fig Garden Financial,3,Fig_Garden_Financial.png,tenant,,Fig Garden Financial,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fig_Garden_Financial.png,,,,,
Cerritos Tc Property Owner Jv LLC,3,Cerritos_Tc_Property_Owner_Jv_LLC.png,owner,,Cerritos TC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cerritos_Tc_Property_Owner_Jv_LLC.png,cerritos tc|Cerritos TC,,,,
CareTrust REIT,3,CareTrust_REIT.png,owner/operator,,CareTrust REIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CareTrust_REIT.png,,,,,
Ganahl Lumber,3,Ganahl_Lumber.png,tenant,,Ganahl Lumber,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ganahl_Lumber.png,,,,,
St Jude Medical Center,3,St_Jude_Medical_Center.png,owner/occupier,,St Jude Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Jude_Medical_Center.png,,,,,
"Newport Healthcare Center, LLC",3,Newport_Healthcare_Center_LLC.png,owner,,Newport Healthcare Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Newport_Healthcare_Center_LLC.png,Newport Healthcare Center|newport healthcare center,,,,
State Of Washington,3,State_Of_Washington.png,owner,,State Of Washington,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_Of_Washington.png,state of washington|Washington State|WA State,,,,
Des Moines Public Schools (Chicago),3,Des_Moines_Public_Schools_Chicago.png,tenant,,Des Moines Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Des_Moines_Public_Schools_Chicago.png,des moines (chicago) schools|Des Moines Public Schools|des moines public schools,,,,
"Hudson Campus Center, LLC",0,Hudson_Campus_Center_LLC.png,owner,,Hudson Campus Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hudson_Campus_Center_LLC.png,hudson campus center|Hudson Campus Center,,,,
Partnership Healthplan Of California,3,Partnership_Healthplan_Of_California.png,owner/occupier,,Partnership HealthPlan,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Partnership_Healthplan_Of_California.png,partnership healthplan|Partnership HealthPlan,,,,
San Bernardino Community College District,3,San_Bernardino_Community_College_District.png,owner/occupier,,San Bernardino CC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Bernardino_Community_College_District.png,San Bernardino CC|san bernardino cc,,,,
San Jose Unified School District,3,San_Jose_Unified_School_District.png,owner,,San Jose Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Jose_Unified_School_District.png,San Jose Schools|san jose schools|san jose usd,,,,
Contra Costa County,0,Contra_Costa_County.png,owner,,Contra Costa County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Contra_Costa_County.png,contra costa,,,,
Albany City Unified School District,3,Albany_City_Unified_School_District.png,owner,,Albany Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Albany_City_Unified_School_District.png,albany city schools|albany city usd|Albany Schools|albany schools,,,,
The Spence School,0,The_Spence_School.png,owner,,Spence School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Spence_School.png,Spence School|spence school,,,,
Roche,3,Roche.png,owner/occupier,,Roche,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Roche.png,,,,,
