SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
2138-0-00,6199 san ignacio ave,san jose,CA,95119,70610044,2000,hotel,53283,65219.0,2024,in compliance,,,90.0,34.8,73.5,34.3,71.9,392731.0,8945.0,95.1,47.5,142.6,1517.0,,,,,,,,,,,,1517.0,23.26,
2139-0-00,7028-7138 santa teresa blvd,san jose,CA,95123,70628027,1980,strip mall,125162,125162.0,2024,in compliance,,,,25.8,59.4,26.0,59.5,675637.0,9429.5,163.5,50.1,213.6,,3427.6,,,,,,,,,,,3427.6,27.39,
2143-0-00,1 great oaks blvd,san jose,CA,95119,70654002,2017,supermarket/grocery store,149882,151383.0,2024,in compliance,2024.0,compliant,85.0,132.1,266.9,132.2,267.2,4280559.3,54143.7,794.3,287.6,1081.9,47707.8,,,,,,,,,,,,47707.8,315.15,
2145-0-00,555 bailey ave,san jose,CA,95141,70832006,1976,other - technology/science,410000,617271.0,2024,in compliance,,,,215.9,604.6,215.9,604.6,39062030.0,,9454.2,0.0,9454.2,,25905.0,,,,,,,,,,,25905.0,41.97,
0707-0-00,2090 fortune dr,san jose,CA,95131,24418005,1996,office,71750,71750.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0771-0-00,2228 oakland rd,san jose,CA,95131,24423060,1984,manufacturing/industrial plant,30812,39000.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0065-0-00,210 baypointe pkwy,san jose,CA,95134,9707046,1985,,67984,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-0-00,5883 rue ferrari,san jose,CA,95138,67805050,1985,office,95760,95648.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0730-0-00,1110 ringwood ct,san jose,CA,95131,24419054,1984,office,46040,46040.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171-0-00,4340 stevens creek blvd,san jose,CA,95129,29638014,1973,office,58766,58806.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-0-00,1275 n 4th st,san jose,CA,95112,23505017,2000,senior living community,38469,40000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629-0-00,1010 s 5th st,san jose,CA,95112,47214067,2002,,80612,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0051-0-00,3103 n 1st st,san jose,CA,95134,9706047,1995,office,97912,94328.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0481-0-00,1010 rincon cir,san jose,CA,95131,23710252,1984,,87748,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
2016-0-00,5210 monterey rd,san jose,CA,95111,68428078,1972,,21082,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673-0-00,1982 senter rd,san jose,CA,95112,47720124,1986,non-refrigerated warehouse,132721,132721.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852-0-00,1035 e capitol expy,san jose,CA,95121,49936051,1979,,34236,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0679-0-00,1768 automation pkwy,san jose,CA,95131,24413016,1998,office,110592,92608.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056-0-00,3101 n 1st st,san jose,CA,95134,9706060,1995,office,95030,94328.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0418-0-00,880 ridder park dr,san jose,CA,95131,23703026,1997,office,83841,83841.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0284-0-00,350 e plumeria dr,san jose,CA,95134,10131016,1983,office,142700,142700.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0272-0-00,2840 junction ave,san jose,CA,95134,10131004,1984,office,79748,79748.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455-0-00,2013 monterey rd,san jose,CA,95112,45622005,1986,,58064,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0229-0-01,2698 orchard pkwy,san jose,CA,95134,10119004,1980,office,30000,30000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0261-0-00,2680 n 1st st,san jose,CA,95134,10130018,1980,office,21867,21936.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915-0-00,3487 mckee rd,san jose,CA,95127,59938039,1997,,63426,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135-0-00,20 great oaks blvd,san jose,CA,95119,70610041,1985,,51552,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331-1-00,14420 union ave,san jose,CA,95124,41908013,1953,,335570,,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
2048-0-00,1004 blossom hill rd,san jose,CA,95123,69403020,1979,self-storage facility,46200,42414.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0918-2-00,60 almaden ave,san jose,CA,95113,25940012,1957,,20130,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0708-0-00,2241 lundy ave,san jose,CA,95131,24418006,1979,,64620,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0104-0-00,211 river oaks pkwy,san jose,CA,95134,9733034,1982,,75790,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0505-0-00,1000 rock ave,san jose,CA,95131,23715193,1999,,22062,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0715-0-00,2260 lundy ave,san jose,CA,95131,24418024,1979,,38500,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0171-0-00,3930 n 1st st,san jose,CA,95134,9779011,2018,office,146880,489094.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361-0-00,1310 n 1st st,san jose,CA,95112,23505011,1959,,22238,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0246-0-00,3003 n 1st st,san jose,CA,95134,10129007,1979,,54114,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0659-0-00,1630 oakland rd,san jose,CA,95131,24117006,1983,office,27300,56247.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930-0-00,4075 evergreen village sq,san jose,CA,95135,65957014,2002,office,31594,33001.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0692-0-00,2201 qume dr,san jose,CA,95131,24415023,2019,manufacturing/industrial plant,63958,63958.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
2136-0-00,22 great oaks blvd,san jose,CA,95119,70610042,1985,mixed use property,57312,57000.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1286-0-00,1601 petersen ave,san jose,CA,95129,37827026,1967,residential care facility,66265,120000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597-0-00,439 s 4th st,san jose,CA,95112,46747096,1965,,20557,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006-0-00,4620 fortran dr,san jose,CA,95134,1530091,1980,office,39760,39760.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1510-0-00,750 w capitol expy,san jose,CA,95136,45927009,2017,vehicle dealership,72000,20315.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-0-00,5521 hellyer ave,san jose,CA,95138,67901005,1900,manufacturing/industrial plant,203783,203807.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008-1-00,180 baytech dr,san jose,CA,95134,1530099,1997,office,74012,74012.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-0-00,5801 rue ferrari,san jose,CA,95138,67805061,1999,wholesale club/supercenter,78000,78634.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879-0-00,4698 meridian ave,san jose,CA,95118,56938049,1974,other - mall,23200,36345.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405-0-00,2233 paragon dr,san jose,CA,95131,23702062,1974,,27570,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077-0-00,6920 santa teresa blvd,san jose,CA,95119,70601052,1983,office,24000,23671.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817-0-00,1685 tully rd,san jose,CA,95122,49125034,1975,retail store,25450,25973.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740-0-00,2000 senter rd,san jose,CA,95112,47773044,1997,,48642,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737-0-00,656 wool creek dr,san jose,CA,95112,47773031,1987,,25056,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1840-0-00,2859 senter rd,san jose,CA,95111,49728002,1961,,56800,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0711-0-00,1710 fortune dr,san jose,CA,95131,24418012,1983,,86000,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1612-0-00,912 olinder ct,san jose,CA,95122,47210102,1975,manufacturing/industrial plant,43875,43875.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128-0-00,950 saint elizabeth dr,san jose,CA,95126,28407027,1964,,22625,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0218-0-00,2181 n 1st st,san jose,CA,95131,10104005,1999,,698276,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0700-0-00,2091 fortune dr,san jose,CA,95131,24417002,1983,,27120,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144-0-00,1299 leigh ave,san jose,CA,95126,28424011,1971,,30851,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1056-0-00,125 ciro ave,san jose,CA,95128,27459065,2007,,28990,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101-0-00,5677 lexington ave,san jose,CA,95119,70607007,1957,,84790,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0747-0-00,1714 ringwood ave,san jose,CA,95131,24420033,1984,,30276,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0372-0-00,990 n 1st st,san jose,CA,95112,23508001,1964,office,20708,21244.0,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
1627-0-00,1040 s 12th st,san jose,CA,95112,47212044,1966,,20550,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453-0-04,185 curtner ave,san jose,CA,95125,45622002,2006,retail store,20166,20166.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057-0-00,2404 stevens creek blvd,san jose,CA,95128,27702020,1990,hotel,39472,60900.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0264-0-00,2674 n 1st st,san jose,CA,95134,10130024,1980,office,25793,25920.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-0-00,5970 optical ct,san jose,CA,95138,67807042,2002,,128520,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
2078-0-00,151 martinvale ln,san jose,CA,95119,70601056,1983,senior living community,20384,20060.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0140-0-00,3553 n 1st st,san jose,CA,95134,9755012,1984,,86145,,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0123-0-00,4001 n 1st st,san jose,CA,95134,9753007,1984,,75216,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0599-0-00,2360 bering dr,san jose,CA,95131,23722093,1979,,27488,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176-0-00,4300 stevens creek blvd,san jose,CA,95129,29640009,1973,office,78332,39632.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0971-0-00,702 w taylor st,san jose,CA,95126,26108088,1979,distribution center,46000,46000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0130-0-00,3745 n 1st st,san jose,CA,95134,9753024,1985,office,67582,68024.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0531-2-00,2080 n 1st st,san jose,CA,95131-2003,23717175,2020,hotel,88363,80000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0-01,5502 monterey rd,san jose,CA,95138,67853002,1989,fitness center/health club/gym,130182,109536.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0583-0-00,2450 n 1st st,san jose,CA,95131,23722065,1978,,81600,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0238-0-00,3001 orchard pkwy,san jose,CA,95134,10128005,1981,distribution center,97840,97957.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0736-0-00,2070 ringwood ave,san jose,CA,95131,24419040,1986,manufacturing/industrial plant,24483,24453.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1876-0-00,1317 blossom hill rd,san jose,CA,95118,56906047,1986,,48451,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0744-0-00,1109 mckay dr,san jose,CA,95131,24419052,1990,,100516,,2024,not submitted,2024.0,compliant,,,,,,,,,,,,,,,,,,,,,,,,,
1853-0-00,1031 e capitol expy,san jose,CA,95121,49936052,2005,other - mall,35100,36384.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290-0-00,1431 saratoga ave,san jose,CA,95129,38106071,1962,,106501,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0-00,5524 monterey rd,san jose,CA,95138,67853002,1989,strip mall,53293,53293.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0007-0-00,150 nortech pkwy,san jose,CA,95134,1530092,1986,manufacturing/industrial plant,39950,39950.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047-0-00,2065 forest ave,san jose,CA,95128,27440063,1965,,28133,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709-2-00,1500 s 10th st,san jose,CA,95112,47738017,2022,ice/curling rink,380800,380800.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0934-0-00,190 park center plz,san jose,CA,95113,25941069,1975,,22010,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104-0-00,5601 great oaks pkwy,san jose,CA,95119,70607020,2016,,2341283,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046-0-00,2063 forest ave,san jose,CA,95128,27440062,1968,,28210,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511-0-00,740 capitol expressway auto mall,san jose,CA,95136,45927010,2017,vehicle dealership,26501,,2024,not submitted,2024.0,out of compliance,,,,,,,,,,,,,,,,,,,,,,,,,
1803-0-00,2730 story rd,san jose,CA,95127,48801043,1994,,22110,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0682-0-00,1756 & 1762 automation pkwy,san jose,CA,95131,24413021,1998,,137088,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340-0-00,2065 los gatos almaden rd,san jose,CA,95124,42120014,1965,senior living community,21442,21548.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0347-0-00,1440 n 1st st,san jose,CA,95112,23502032,1961,,32170,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0372-1-00,1036 n 4th st,san jose,CA,95112,23509021,1985,hotel,31659,46409.0,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
1234-0-00,3566 stevens creek blvd,san jose,CA,95117,30329022,1963,,38523,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533-0-00,"4501 snell ave unit 21-22, 28-4",san jose,CA,95136,46246020,1988,supermarket/grocery store,209128,54940.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478-0-00,5434 thornwood dr,san jose,CA,95123,45813064,1978,,21942,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0430-0-00,1028 e brokaw rd,san jose,CA,95131,23703080,2016,,96100,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895-0-00,2664 berryessa rd,san jose,CA,95132,59101038,1979,medical office,29080,33000.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0779-0-00,2299 ringwood ave,san jose,CA,95131,24424012,1979,,22080,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743-0-00,639 tully rd,san jose,CA,95111,47775002,1988,,25344,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0269-0-00,3050 zanker rd,san jose,CA,95134,10131001,1984,office,97910,97910.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0557-0-00,780 montague expy,san jose,CA,95131,23719053,1982,office,91867,95317.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0838-0-00,2335 mckee rd,san jose,CA,95116,25407054,1971,,27651,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0013-2-00,120 baytech dr,san jose,CA,95134,1530108,1997,,132265,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324-0-00,3425 s bascom ave,san jose,CA,95008,41440048,1984,,27753,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-0-02,5863 rue ferrari,san jose,CA,95138,67805057,1992,other - technology/science,286330,286606.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-0-00,399 silicon valley blvd,san jose,CA,95138,67805052,1990,,114816,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0283-0-02,2580 junction ave,san jose,CA,95134,10131026,1984,office,52000,52685.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0251-0-00,3080 n 1st st,san jose,CA,95134,10130002,1997,,264964,,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
1967-0-00,2720 aborn rd,san jose,CA,95121,67620088,1981,,42038,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313-0-00,2643 s bascom ave,san jose,CA,95008,41241035,1963,,20000,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-0-00,1550 hamilton ave,san jose,CA,95125,42946058,2021,retail store,21185,21585.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289-0-00,1411 saratoga ave,san jose,CA,95129,38106070,1962,,25108,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1621-0-00,945 mclaughlin ave,san jose,CA,95122,47211068,1998,,44380,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936-0-00,2560 fontaine rd,san jose,CA,95121,67001028,1990,hotel,56762,35159.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0230-0-01,2728 orchard pkwy,san jose,CA,95134,10119004,1980,office,22500,22500.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577-0-00,96 e santa clara st,san jose,CA,95113,46722149,1883,,32900,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236-1-00,585 s winchester bl,san jose,CA,95128,30338003,2023,,322324,,2024,not submitted,2024.0,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
1786-0-00,57 s capitol ave,san jose,CA,95127,48443120,1980,,38875,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0660-0-00,1620 oakland rd,san jose,CA,95131,24117007,1983,office,56247,29120.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114-0-00,6448 via del oro,san jose,CA,95119,70609068,1984,office,75616,75621.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839-1-00,2857 senter rd,san jose,CA,95111,49728001,1987,,29550,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1236-0-00,3350 stevens creek blvd,san jose,CA,95117,30336056,1964,vehicle dealership,31111,30648.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559-0-00,1075 e santa clara st,san jose,CA,95116,46711025,1980,office,40100,40100.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902-0-00,3055 mckee rd,san jose,CA,95127,59216005,1972,,21440,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0564-0-00,1923 hartog dr,san jose,CA,95131,23720110,1977,distribution center,62508,62401.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0167-0-00,90 headquarters dr,san jose,CA,95134,9779003,2020,office,82944,47673.0,2024,not submitted,2024.0,compliant,,,,,,,,,,,,,,,,,,,,,,,,,
0103-0-00,251 river oaks pkwy,san jose,CA,95134,9733033,1981,,88818,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0868-0-00,375 n capitol ave,san jose,CA,95133,25440013,1980,retail store,98880,100000.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0713-0-00,2391 qume dr,san jose,CA,95131,24418021,1970,manufacturing/industrial plant,40120,87000.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1506-0-00,900 capitol expressway auto mall,san jose,CA,95136,45906049,1969,automobile dealership,56432,55300.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0806-0-00,460 n 1st st,san jose,CA,95112,24943064,1907,,23000,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0166-0-00,4000 n 1st st,san jose,CA,95134,9779002,1999,office,84096,115174.0,2024,not submitted,2024.0,compliant,,,,,,,,,,,,,,,,,,,,,,,,,
0613-0-00,2308 zanker rd,san jose,CA,95131,23728044,1977,,55000,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0746-0-00,1710 ringwood ave,san jose,CA,95131,24420032,2006,other,21060,23626.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0335-3-00,1146 wondo way,san jose,CA,95110,23046092,2019,,131225,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1226-0-00,470 boynton ave,san jose,CA,95117,30328050,1968,,30854,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1231-0-00,3640 stevens creek blvd,san jose,CA,95117,30328071,2002,,44056,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0732-0-00,1140 ringwood ct,san jose,CA,95131,24419021,1984,,80472,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616-0-00,900 olinder ct,san jose,CA,95122,47210121,1980,,25988,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
2116-0-00,33 great oaks blvd,san jose,CA,95119,70609084,1997,,23435,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0839-0-00,2323 mckee rd,san jose,CA,95116,25407064,1970,,108362,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0526-0-00,138 charcot ave,san jose,CA,95131,23717124,1978,office,24638,24679.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070-0-00,6215 santa teresa blvd,san jose,CA,95119,70401004,1970,retail store,20091,20091.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072-0-00,6217 santa teresa blvd,san jose,CA,95119,70401029,1971,,41789,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482-0-00,5540 winfield blvd,san jose,CA,95123,45813082,1980,strip mall,148200,97156.0,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0919-0-00,84 w santa clara st,san jose,CA,95113,25940034,1975,office,101294,104154.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056-0-00,934 blossom hill rd,san jose,CA,95123,69412010,1977,,33810,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0922-0-00,5 s 1st st,san jose,CA,95113,25940074,2000,office,79778,83896.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638-2-00,255 e virginia st,san jose,CA,95112,47225098,2023,,128777,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0668-0-00,2075 n capitol ave,san jose,CA,95132,24401057,1985,office,116800,116800.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0661-0-00,1590 oakland rd,san jose,CA,95131,24117008,1983,office,42796,45916.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077-0-00,178 e tasman dr,san jose,CA,95134,9707084,2001,other,116042,112043.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232-0-00,3600 stevens creek blvd,san jose,CA,95117,30329001,1992,retail store,40000,39230.0,2024,not submitted,2024.0,compliant,,,,,,,,,,,,,,,,,,,,,,,,,
1149-0-00,1792 southwest expy,san jose,CA,95126,28431010,1974,,25126,,2024,not submitted,2024.0,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1263-0-00,1071 s de anza blvd,san jose,CA,95129,35933013,1985,strip mall,25299,62365.0,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0282-0-00,2730 junction ave,san jose,CA,95134,10131014,1982,,90467,,2024,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
