X,Y,objectid,y_lat,x_lon,id,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,point_x,point_y,philadelphia_building_id
-8377247.19721934,4861686.31282063,1308,39.97069816,-75.25408981,182646,14758743,West Philadelphia Achievement Charter Elementary School,6701 Callowhill Street,19151,1,1950,K-12 School,56321,1224773.8,1834587.2,,0,70,54.3,95.1,56,96.9,195,1025.6,0,No,Required Compliance,Complied,2023,,,774084000
-8376425.84036153,4864629.33727644,1309,39.99095624,-75.24671143,97793,0,,5930 CITY AVE,19131,,0,,114732,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,774504000
-8376807.93124069,4863493.5316915,1310,39.98313873,-75.25014381,246482,3347763,Overbrook School for the Blind,6333 Malvern Avenue,19151,1,1900,K-12 School,0,6290453,12679035,,0,76,61.1,99.6,61.1,99.6,1225.51,4245.2,0,No,Required Compliance,Complied,2023,,,774577000
-8373106.75831115,4859822.35126153,1311,39.95786461,-75.21689562,178721,34603282,4733 Chestnut St - Acct.8518571222,4733 Chestnut St,0,0,1980,College/University,0,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,774571000-1
-8375012.68326236,4865401.40282441,1312,39.9962697,-75.23401683,95666,63607792,Hawk's Landing Parking,2461 N. 54th Street,19131,1,2007,Parking,64800,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,774510100
-8367859.65252991,4867614.56565564,1313,40.0114987,-75.16976008,157909,3830390,Salvation Army Kroc Center,4200 Wissahickon Ave,19129,1,2010,Other,151642,9862647,8343329.5,,0,0,139.4,278.5,145.7,291.7,1308.73,0,0,No,Required Compliance,Complied,2023,,,776293510
-8372564.69938087,4870180.95408914,1314,40.02915402,-75.21202622,246535,41101992,PHS | PA | Roxborough Memorial Hospital,5800 Ridge Ave,19128,5,1982,Hospital (General Medical & Surgical),220718,22522788,36417680,,0,95,155.9,268,157.3,271.8,3910.99,1015.2,0,No,Required Compliance,Complied,2023,,,775003010
-8370780.59481746,4875086.94860392,1315,40.06289182,-75.19599934,113595,3912172,New Covenant Church of Philadelphia,7500 Germantown Ave,19119,13,1893,Mixed Use Property,417877,8834200,4955,,0,1,122.2,342.1,122.2,342.1,794.1,2338.2,26,No,Required Compliance,Complied,2023,,,775165500
-8367545.36303518,4874011.71926001,1316,40.05549905,-75.16693677,182626,23351903,Green Tree School,1196 E washington Ln,19138,1,2013,K-12 School,60000,2444746,1358749.9,,0,49,63.4,137.9,64.3,138.9,286.73,234.2,0,No,Required Compliance,Complied,2023,,,775745400
-8363345.63712228,4864465.58251327,1317,39.9898292,-75.12921001,216149,36990268,EPISCOPAL HOSPITAL,100 E Lehigh Ave,19125,3,1940,Hospital (General Medical & Surgical),207920,28439722,39397996,,0,13,326.3,582,337.4,593.6,4588.58,5435.3,0,No,Required Compliance,Complied,2023,,,777012002
-8364118.41671889,4865113.1293934,1318,39.99428581,-75.136152,182671,13065852,Pan American Academy Charter School,2830 N American Street,19133,1,2012,K-12 School,56643,3440421.8,467035.2,,0,24,73.7,191,74.9,192.2,326.75,579.7,0,No,Required Compliance,Complied,2023,,,777393150
-8365696.31376257,4862805.83714535,1319,39.97840502,-75.15032649,154065,4979781,380 - University Village-Temple,1701 North Tenth Street,0,3,2004,Multifamily Housing,0,7040713,3079600,,0,61,41.3,93.6,45.4,97.9,724.37,6793,81,No,Required Compliance,Complied,2023,,,777567005
-8365738.61294207,4862183.92866928,1320,39.97412388,-75.15070647,222041,6045161,900 W Jefferson Street,900 W Jefferson Street,19122,1,1962,Office,54468,3679500.8,443483.7,,0,21,72.6,189.7,72.6,189.7,346.48,751.9,0,No,Required Compliance,Complied,2023,,,777502500
-8365826.73067823,4863068.96269164,1321,39.98021627,-75.15149804,97819,0,,1802 N WARNOCK ST,19122,,0,,140000,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,777568450
-8352450.29910368,4879680.94319086,1322,40.09446889,-75.03133554,216135,3875830,Center One,9880 Bustleton Ave,19115,1,1980,Ambulatory Surgical Center,87822,9280176,0,,0,0,116.8,326.9,116.8,326.9,814.46,5841.8,0,No,Required Compliance,Complied,2023,,,778025205
-8365790.68630137,4866990.20257621,1323,40.00720274,-75.15117425,215695,29295658,Shriners Hospital for Children,3551 N Broad St,19140,1,1997,Hospital (General Medical & Surgical),174819,17848464,815434.2,,39536328,2,332.9,562.8,334.4,564.5,4090.1,9867.9,0,No,Required Compliance,Complied,2023,,,777533101
-8356307.45302786,4875662.72111384,1324,40.06685022,-75.06598494,166600,3773538,Tacony Academy Charter School,1330 Rhawn Street,0,1,1978,K-12 School,0,3737.1,2399544.5,,0,99,45.8,48.2,50.1,52.7,127.78,1723.4,0,No,Required Compliance,Complied,2023,,,778531800
-8356551.17218414,4875992.91631359,1325,40.06912019,-75.0681743,166263,4923071,Gloria Dei Estates,1304 Rhawn,0,1,1998,Multifamily Housing,0,4400992.5,1793210.8,,0,64,50.5,115.7,53.6,122.9,445.79,4940.6,84,No,Required Compliance,Complied,2023,,,778788965
-8359965.4603306,4868799.36589826,1326,40.01965003,-75.09884537,96091,56095592,Temple Women Health - Juanita,1331 E WYOMING AVE,19124,1,1970,Hospital (General Medical & Surgical),280400,31465312,39683780,,0,26,253.7,462.8,257.6,468.7,4614.01,0,0,No,Required Compliance,Complied,2023,,,778037515
-8356307.45302786,4875662.72111384,1327,40.06685022,-75.06598494,96573,3773538,,1330 RHAWN ST,19111,,0,,73027,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,778506501
-8364626.0780683,4858100.93425955,1328,39.94601036,-75.1407124,246490,4066664,Independence Seaport Museum,211 S. Columbus Blvd,19106,1,1995,Museum,66999,5105471.5,2049764.6,,0,0,71.3,163.8,77.7,172.4,556.95,2697.9,0,No,Required Compliance,Complied,2023,,,781052550
-8367744.0941403,4854847.94986813,1329,39.92360362,-75.16872201,216047,3330806,South Philadelphia,2101 SOUTH BROAD ST,19148,1,1956,K-12 School,383255,4262351.5,12600937,,0,72,50.9,75.9,61.1,86.7,1008.79,2094.4,0,No,Required Compliance,Complied,2023,,,781022700
-8366102.23459482,4856773.20434551,1330,39.93686577,-75.15397294,216225,3330839,Nebinger,601 CARPENTER ST,19147,1,1925,K-12 School,0,982994.3,92335,4192716,0,19,89.3,120.1,89.2,119.9,402.29,973.9,0,No,Required Compliance,Complied,2023,,,781042400
-8363116.17877235,4861983.10377186,1331,39.97274137,-75.12714875,216295,3330875,Penn Treaty,600 E THOMPSON ST,19125,1,1928,K-12 School,132400,1279402.6,8182387,,0,45,65.7,84.5,86.9,106.8,536.51,1131.3,0,No,Required Compliance,Complied,2023,,,781401800
-8367167.74579374,4856506.10648414,1332,39.93502601,-75.16354458,216284,3330835,Jackson,1213 S. 12 ST,19147,1,1925,K-12 School,54525,743817.6,3292710,,0,42,69.6,95.5,83.5,110.1,240.17,502.3,0,No,Required Compliance,Complied,2023,,,781092000
-8366394.37795775,4855776.28060364,1333,39.92999876,-75.15659731,216293,3330838,Kirkbride,1501 S 7TH ST,19147,1,1926,K-12 School,0,802796.6,134662,2591226,0,41,61.9,87.8,72.2,98.2,269.89,1105.8,0,No,Required Compliance,Complied,2023,,,781082800
-8365718.88103668,4854199.90641769,1334,39.91913898,-75.15052922,216232,3330840,Sharswood,2300 S 2ND ST,19148,1,1906,K-12 School,61788,812165.1,5591998,,0,22,87.7,111.6,108.3,133.2,361.71,722.2,0,No,Required Compliance,Complied,2023,,,781432200
-8367384.07247468,4857145.29503384,1335,39.93942862,-75.16548788,216236,3330808,CAPA,901 S BROAD ST,19147,1,1997,K-12 School,186860,6565601,4882890,,0,29,68.7,141.1,76.1,149.5,782.31,1894.9,0,No,Required Compliance,Complied,2023,,,781021910
-8365759.46803252,4854875.69913756,1336,39.92379479,-75.15089381,216134,3330814,Furness HS,1900 S 3RD ST,19148,1,1914,K-12 School,182382,2265257.8,8965980,,0,48,77.5,108.7,91.5,123.4,656.65,1166.2,0,No,Required Compliance,Complied,2023,,,781458200
-8365050.35485661,4861967.26780509,1337,39.97263235,-75.14452374,216105,3330891,Ludlow,500 W MASTER ST,19122,1,1927,K-12 School,60780,779298.3,3987082.2,,0,41,67.9,90.7,90,113.9,273.84,448.4,0,No,Required Compliance,Complied,2023,,,781497200
-8366013.97940807,4857903.68345396,1338,39.94465189,-75.15318013,216255,3330822,McCall,325 SOUTH 7TH ST,19106,1,1909,K-12 School,71685,1309565.5,3619043,,0,26,72.4,109.7,86.5,124.5,296.53,438.2,0,No,Required Compliance,Complied,2023,,,781518600
-8365799.28197914,4857165.14442831,1339,39.93956534,-75.15125147,216160,3330824,Meredith,725 SOUTH 5TH ST,19147,1,1930,K-12 School,0,998459.2,2548538,,0,38,64,98.7,75.1,110.4,214.89,408.7,0,No,Required Compliance,Complied,2023,,,781485800
-8365245.69949971,4863397.11024715,1340,39.98247503,-75.14627855,246513,22697357,The U School,2000 N 7th St,19122,1,1988,K-12 School,87003,1119832.6,222703,6211283.5,0,67,75.6,96.6,93.8,114.7,571.01,1079.1,0,No,Required Compliance,Complied,2023,,,781551800
-8367129.54666171,4853627.13913284,1341,39.91519271,-75.16320144,216186,3330815,Fell,900 W OREGON AVE,19148,1,1924,K-12 School,100234,967185.5,4167179,,0,23,84.2,116.1,101.9,134.7,298.37,706.4,0,No,Required Compliance,Complied,2023,,,781609400
-8365952.96640567,4856284.04850645,1342,39.93349645,-75.15263204,216094,3330844,Washington ES,1198 S 5TH ST,19147,1,1937,K-12 School,52954,330643.5,3540250,,0,63,56.9,68.3,69.8,81.8,214.37,1542.1,0,No,Required Compliance,Complied,2023,,,781486600
-8368640.96281754,4853488.26436784,1343,39.91423585,-75.17677871,216080,4123951,Bregy,1700 BIGLER ST,19145,1,1923,K-12 School,51660,845203.7,4142895,,0,33,75.6,101.8,0,0,287.71,793.2,0,No,Required Compliance,Complied,2023,,,782008600
-8366903.25629748,4860657.79912808,1344,39.96361704,-75.16116863,216053,3330807,Franklin HS,550 NORTH BROAD ST,19130,1,1958,K-12 School,140384,5700859.5,8711848,,0,55,59.5,103.6,70,114.7,963.05,1021,0,No,Required Compliance,Complied,2023,,,782025600
-8366759.53742619,4860566.76574313,1345,39.96299026,-75.15987759,216027,3330877,Stoddart-Fleisher,540 N 13TH ST,19123,1,1926,K-12 School,126280,1228800.4,875421,9673896,0,10,108.7,130.4,124.9,146.8,872.17,90.5,0,No,Required Compliance,Complied,2023,,,781646000
-8367284.16858665,4862769.15061108,1346,39.97815249,-75.16459042,216283,3330871,Meade,1600 NORTH 18TH ST,19121,1,1937,K-12 School,76825,1039921.9,4324275,,0,65,57.1,79.3,69.4,92.2,312.51,3459.2,0,No,Required Compliance,Complied,2023,,,782405200
-8368741.25675444,4858996.12887445,1347,39.95217523,-75.17767967,216243,3583475,Greenfield,2200 CHESTNUT ST,19103,1,1968,K-12 School,69549,3512064.5,2391214,,0,22,61.5,128.6,62.8,129.4,406.75,539.8,0,No,Required Compliance,Complied,2023,,,782092400
-8367459.69904168,4860586.72474741,1348,39.96312768,-75.16616724,216244,3330813,Masterman,1699 SPRING GARDEN ST,19130,1,1933,K-12 School,102800,1512661.2,267378,,6166998,34,75.7,113.7,75.8,113.8,544.17,1084.4,0,No,Required Compliance,Complied,2023,,,782513600
-8366852.41694315,4855183.03064034,1349,39.92591201,-75.16071194,216085,3330841,Southwark,1835 S 9TH ST,19148,1,1909,K-12 School,71700,1257539.9,5229420,,0,76,47,65.3,54.6,73.3,377.92,1363.9,0,No,Required Compliance,Complied,2023,,,781609000
-8368238.67461743,4855944.44887005,1350,39.93115719,-75.1731649,216270,3358816,Childs,1541 SOUTH 17TH ST,19146,1,1899,K-12 School,157016,2458101,11254280,,0,1,159.4,217.4,196.9,256.8,793.55,1923.8,0,No,Required Compliance,Complied,2023,,,782673800
-8368570.67373265,4855083.90208925,1351,39.92522912,-75.1761473,216142,3330821,Girard,1801 SNYDER AVE,19145,1,1957,K-12 School,0,755929.5,59188,2286894.5,0,64,46.5,67.3,46.6,67.6,239.18,528.9,0,No,Required Compliance,Complied,2023,,,782720400
-8368883.4350678,4862371.93932708,1352,39.97541815,-75.17895688,216173,3330825,Morris,2600 W THOMPSON ST,19121,1,1966,K-12 School,84680,1279896.8,3362909.2,,0,40,58,88.9,66.9,98.3,280.56,388.4,0,No,Required Compliance,Complied,2023,,,782565200
-8369047.71759733,4855707.5443617,1353,39.92952527,-75.18043265,216045,3498628,McDaniel,2100 Moore St,19145,1,1937,K-12 School,0,3022472.5,4719998.5,,0,2,126.9,220,147.2,243.1,491.44,1757.7,0,No,Required Compliance,Complied,2023,,,782791400
-8367083.42767853,4860737.08928755,1354,39.96416297,-75.16278714,216203,3330819,Franklin Learning Center,616 N 15TH ST,19130,1,1909,K-12 School,150430,2051100.2,353959,,6521831.5,67,59.5,93.1,70.9,106.8,615.21,955.1,0,No,Required Compliance,Complied,2023,,,782640200
-8371155.77459676,4856430.96160791,1355,39.93450841,-75.19936965,216131,4124432,Audenried,3301 TASKER ST,19145,1,2008,K-12 School,216000,7706771,4079056.8,,0,20,55.7,122.3,61.1,129.8,893.03,392.5,0,No,Required Compliance,Complied,2023,,,782845201
-8375919.38285834,4857819.49023502,1356,39.94407205,-75.24216185,216109,3330779,Turner,5900 BALTIMORE AVE,19143,1,1971,K-12 School,153724,4055097.2,3321717,,0,47,38.8,78.1,42.5,82.4,499.42,1472,0,No,Required Compliance,Complied,2023,,,783030800
-8370928.94395886,4856568.7117454,1357,39.93545724,-75.19733199,216068,4126297,Alcorn,3200 DICKINSON ST,19146,1,1932,K-12 School,0,1167827.8,5434152,,0,4,104.8,142.5,125.8,164.5,381.65,387.4,0,No,Required Compliance,Complied,2023,,,782843800
-8371764.93309543,4861099.62904347,1358,39.96665905,-75.20484181,216070,4123939,Belmont,4030 BROWN ST,19104,1,1927,K-12 School,0,1404570.8,5032857,,0,19,74,105.9,81.8,114.2,379.19,511.7,0,No,Required Compliance,Complied,2023,,,783065600
-8375658.32773345,4855384.05803321,1359,39.92729687,-75.23981676,216111,3330784,Catharine,6600 CHESTER AVE,19142,1,1937,K-12 School,53498,610754.2,4473827,,0,39,88.4,111.4,109.9,134,286.27,609.7,0,No,Required Compliance,Complied,2023,,,783094200
-8376085.29919637,4859113.61708148,1360,39.95298429,-75.2436523,216098,4124426,Bryant,6001 CEDAR AVE,19143,1,1904,K-12 School,61665,1157614.2,3936615,,0,59,54.1,78.3,63.3,88,301.3,731.5,0,No,Required Compliance,Complied,2023,,,783087800
-8373450.38535925,4859938.96631733,1361,39.95866759,-75.21998248,216114,3330726,West Philadelphia New,4901 Chestnut St,19139,1,2011,K-12 School,82109,6618104,7304623,,0,32,81.9,154.1,90.3,163.4,915.12,1869,0,No,Required Compliance,Complied,2023,,,783094900
-8371836.90220477,4862289.98783839,1362,39.974854,-75.20548831,216100,3330772,School of the Future,4021 PARKSIDE AVE,19104,1,2006,K-12 School,162000,8034689,4961746.5,,0,14,80.1,170.8,88.3,180.6,903.51,1586.4,0,No,Required Compliance,Complied,2023,,,783172380
-8374922.2702054,4854571.89677823,1363,39.92170181,-75.23320464,216034,3783055,Tilden,6601 ELMWOOD AVE,19142,1,1980,K-12 School,363215,226382.5,696044,,0,100,5.1,7.5,5.2,7.7,55,3278.6,0,No,Required Compliance,Complied,2023,,,783130800
-8373818.8476995,4856766.88603765,1364,39.93682225,-75.22329243,216234,3583473,Mitchell,5500 KINGSESSING AVE,19143,1,1915,K-12 School,0,1699815.9,4949557,,0,16,73.9,110.6,87.9,125.3,412.08,1377.4,0,No,Required Compliance,Complied,2023,,,783251000
-8374565.86763054,4862743.40762095,1365,39.97797528,-75.23000302,216271,3330857,Heston,1621 N 54TH ST,19131,1,1971,K-12 School,82940,2635179.2,2407132.2,,0,29,61.8,121.3,71.1,133.3,337.75,686.6,0,No,Required Compliance,Complied,2023,,,783257800
-8373020.10505069,4857360.78603009,1366,39.94091282,-75.21611721,216119,3330786,Comegys,5001 GREENWAY AVE,19143,1,1911,K-12 School,0,978229.2,5530675,,0,16,92.1,121,107.2,137.1,371.68,1281.8,0,No,Required Compliance,Complied,2023,,,783183400
-8374268.35528016,4854867.20721739,1367,39.92373629,-75.22733043,216187,3330797,Morton,2501 S 63rd St,19142,1,1972,K-12 School,56700,2224076,2554454.5,,0,40,54.9,102.4,61.1,109.3,312.83,1570.8,0,No,Required Compliance,Complied,2023,,,783130400
-8377289.05890606,4862185.38080468,1368,39.97413388,-75.25446586,216228,3330867,Overbrook Education Center,6722 LANSDOWNE AVE,19151,1,1915,K-12 School,0,2321347.2,2290844,,0,10,83.7,161.5,90.1,168.7,306.57,276,0,No,Required Compliance,Complied,2023,,,783262225
-8375985.83880826,4863856.62015107,1369,39.98563789,-75.24275883,216087,4126298,Beeber,5925 MALVERN AVE,19131,1,1933,K-12 School,180870,3483943.5,1994256,5719078.5,0,8,80.6,126.8,84.8,131.1,836.06,362.3,0,No,Required Compliance,Complied,2023,,,783288200
-8375567.05062708,4863317.70906247,1370,39.98192849,-75.2389968,216247,3330846,Overbrook HS,5898 LANCASTER AVE,19131,1,1926,K-12 School,475984,2447149.2,467163,13995808,0,85,52.3,66.4,58.7,72.8,1278.11,1073.6,0,No,Required Compliance,Complied,2023,,,783258200
-8375232.34682352,4862166.411334,1371,39.97400329,-75.2359901,216066,4123938,Bluford,5720 MEDIA ST,19131,1,1909,K-12 School,171064,2097350,223707,1650507.5,0,30,50.8,99.3,51.5,101.4,318.43,325.1,0,No,Required Compliance,Complied,2023,,,783318200
-8372361.11100501,4861554.86776856,1372,39.96979323,-75.21019736,216207,3330802,Phila Learning Acad West/Miller,4300 WESTMINISTER AVE,19104,1,1967,K-12 School,72000,7636887.5,1012399,,0,1,128.7,334,132.1,337.6,662.06,208.2,0,No,Required Compliance,Complied,2023,,,783364400
-8373406.80807383,4861217.15940598,1373,39.96746822,-75.21959101,216197,3330799,Rhoads J,4901 PARRISH ST,19139,1,1960,K-12 School,0,454504.9,2056661.2,,0,85,35.9,49,41.6,55,149.13,1101.9,0,No,Required Compliance,Complied,2023,,,783394400
-8375532.82380668,4859764.20859559,1374,39.95746426,-75.23868933,216104,3330775,Sayre,5800 WALNUT ST,19139,1,1950,K-12 School,66412,3352119,9572223,,0,57,64.6,97.2,76.7,109.9,775.42,4139.5,0,No,Required Compliance,Complied,2023,,,783568200
-8374895.6743853,4860865.14379028,1375,39.96504463,-75.23296572,216263,3330853,Daroff,5630 VINE ST,19139,1,1972,K-12 School,90060,1163352.2,1411262.9,,0,91,30.3,55.7,31.8,57.3,167.62,116.7,0,No,Required Compliance,Complied,2023,,,783541800
-8375523.45767119,4860769.03511259,1376,39.96438292,-75.2386052,216095,4123956,Barry,5900 RACE ST,19139,1,2008,K-12 School,56325,3766887,2429091,,0,24,62.4,131.9,68.1,139,429.05,762.7,0,No,Required Compliance,Complied,2023,,,783431200
-8375227.09991248,4859525.35807097,1377,39.95581957,-75.23594297,216136,3330790,Hamilton,5640 SPRUCE ST,19139,1,1968,K-12 School,117315,1966861.8,2340037,,0,57,48.1,89,54.4,96,280.95,285.4,0,No,Required Compliance,Complied,2023,,,783499600
-8374829.87064548,4857361.27700821,1378,39.94091621,-75.2323746,216164,3330795,Longstreth,5700 WILLOWS AVE,19143,1,1970,K-12 School,82164,2343259.8,2765041.8,,0,40,59.9,110.9,65.7,117.1,333.51,866.5,0,No,Required Compliance,Complied,2023,,,783588600
-8370655.65042742,4861010.67475013,1379,39.96604661,-75.19487695,216166,3330796,McMichael,3543 FAIRMOUNT AVE,19104,1,1916,K-12 School,134145,1412052.2,196723,4423134.5,0,43,60.3,86.3,69.9,96,462.59,1047.5,0,No,Required Compliance,Complied,2023,,,783631400
-8378684.47969442,4862412.35003611,1380,39.97569634,-75.26700113,216307,4385174,Lamberton,7501 WOODBINE AVE,19151,1,1949,K-12 School,125168,1767584.9,1170873,3179947.8,0,65,55.5,85.2,64,93.9,453.28,1514.8,0,No,Required Compliance,Complied,2023,,,783600400
-8372981.83276384,4860737.27123706,1381,39.96416422,-75.2157734,216106,3330777,Sulzberger,4725 FAIRMOUNT AVE,19139,1,1924,K-12 School,118296,1566679.2,6359279,,0,30,66,92.2,77.8,104.5,462.56,1663.5,0,No,Required Compliance,Complied,2023,,,783707600
-8372461.88274575,4861107.88914667,1382,39.96671592,-75.21110261,216202,3330800,Washington Martha,766 N 44TH ST,19104,1,1930,K-12 School,89492,1340648.5,5611781,,0,8,97.5,135.3,118.6,158.3,404.85,2444.1,0,No,Required Compliance,Complied,2023,,,783691500
-8374215.96170479,4859164.53166829,1383,39.95333489,-75.22685976,216153,3330793,Huey,5200 PINE ST,19143,1,1963,K-12 School,93512,1954135,117567,4835368,0,11,78.3,118.8,78.3,118.8,536.55,582.1,0,No,Required Compliance,Complied,2023,,,783732400
-8368766.38299061,4873848.34913164,1384,40.05437573,-75.17790537,216285,3330921,Emlen,6501 CHEW AVE,19119,1,1926,K-12 School,0,816839.1,5545743,,0,32,85.4,108.9,93.7,117.6,359.62,1327.9,0,No,Required Compliance,Complied,2023,,,784061400
-8366644.38629122,4863886.81147118,1385,39.98584569,-75.15884316,216204,3330865,Duckrey,1501 W DIAMOND ST,19121,1,1968,K-12 School,149278,2551290,2434122,,0,54,49.3,95.9,55.2,102.5,332.5,1339.9,0,No,Required Compliance,Complied,2023,,,784093000
-8375409.79450963,4864779.81002122,1386,39.99199185,-75.23758414,216126,3330736,Gompers,5701 WYNNEFIELD AVE,19131,1,1949,K-12 School,111198,1945486.1,2102135,,0,10,72.3,136.7,78.8,143.5,266.61,2631.3,0,No,Required Compliance,Complied,2023,,,783766600
-8371631.21743779,4876757.68867059,1387,40.07437744,-75.20364061,216205,3498652,Jenks John,8301 GERMANTOWN AVE,19118,1,1924,K-12 School,0,842165.5,35895,3049634.2,0,30,72.7,101.4,77,105.7,302.11,517.3,0,No,Required Compliance,Complied,2023,,,784167600
-8373814.00535145,4873075.08309673,1388,40.04905854,-75.22324892,216144,3330742,Saul CTE,7100 HENRY AVE,19128,1,1980,K-12 School,0,2859200,5233729.5,,0,30,77.8,129.8,82.3,136.2,505.72,4504.9,0,No,Required Compliance,Complied,2023,,,784190100
-8369405.31047766,4865485.72693765,1389,39.99685001,-75.18364496,216099,4124429,Allen Ethel,3200 WEST LEHIGH AVE,19132,1,1971,K-12 School,108000,3088884.5,2706211,,0,19,69.7,138.1,74.4,148,389.77,1233.8,0,No,Required Compliance,Complied,2023,,,784224400
-8369085.00140429,4863681.69653098,1390,39.98443388,-75.18076758,216261,3330869,Gideon,2817 W GLENWOOD AVE,19121,1,1952,K-12 School,66660,773929.4,472591,4966082,0,22,92.7,114.6,92.7,114.6,461.52,1151.2,0,No,Required Compliance,Complied,2023,,,784168800
-8369039.43060264,4867348.25411772,1391,40.00966636,-75.18035821,216276,3330915,Randolph CTE,3101 HENRY AVE,19129,1,1975,K-12 School,181904,4947022.5,9127541,,0,5,115.8,192.8,126.8,211.3,878.84,2238,0,No,Required Compliance,Complied,2023,,,784188400
-8368799.39215169,4866293.23121814,1392,40.00240687,-75.1782019,216262,3330852,Rhodes EW,2900 W CLEARFIELD ST,19132,1,1972,K-12 School,301636,4556092,4736066.5,,0,30,51.6,98.5,56.6,107.4,651.41,616.4,0,No,Required Compliance,Complied,2023,,,784063000
-8365898.57251195,4873741.81504607,1393,40.05364319,-75.1521434,216151,3330744,Building 21,6501 LIMEKILN PIKE,19138,1,1915,K-12 School,0,824706.1,5677871,,0,34,72.9,92.7,80.2,100.3,367.27,144,0,No,Required Compliance,Complied,2023,,,784226200
-8370253.81879199,4867928.83599761,1394,40.01366095,-75.19126724,216107,3339033,Mifflin,3624 CONRAD ST,19129,1,1937,K-12 School,76848,1116044.1,5377386.5,,0,13,104.6,141.2,111.7,148.7,374.51,1748.1,0,No,Required Compliance,Complied,2023,,,784249400
-8369447.73527921,4864599.61917261,1395,39.99075171,-75.18402607,216258,3330851,Strawberry Mansion & Hill,3133 RIDGE AVE,19121,1,1964,K-12 School,135864,3777038,18609944,,0,54,69.8,93.8,74,98.3,1289.3,4897.6,0,No,Required Compliance,Complied,2023,,,784374200
-8368422.13971913,4876265.7768135,1396,40.07099596,-75.17481298,216076,3337462,Leeds/Hill-Freedman World Acad,1100 E MT. PLEASANT AVE,19150,1,1955,K-12 School,182130,2754920.8,856529,9386677,0,25,77.3,107.5,77.5,107.7,961.44,2198.3,0,No,Required Compliance,Complied,2023,,,784269400
-8367848.7132714,4863632.08833594,1397,39.98409243,-75.16966181,216248,3330868,Douglas F,2118 W NORRIS ST,19121,1,1940,K-12 School,108423,2318862.8,6138254.5,,0,12,77.1,118,90.2,132.4,510.73,706.2,0,No,Required Compliance,Complied,2023,,,784321800
-8373682.97634369,4871437.47138144,1398,40.0377965,-75.22207187,216253,3330913,Roxborough HS,6498 RIDGE AVE,19128,1,1924,K-12 School,193740,4026564,11891233,,0,65,66.3,99,71.5,104.4,952.31,6045.8,0,No,Required Compliance,Complied,2023,,,784378200
-8372686.50099168,4870443.4489596,1399,40.03095958,-75.21312038,95668,3330927,Levering Amy Northwest,5950 RIDGE AVE,19128,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,784378000
-8371997.56535971,4869242.14653861,1400,40.02269608,-75.20693157,216189,3330936,Cook-Wissahickon,531 RIGHTER ST.,19128,1,1969,K-12 School,74250,1517307.4,1168136,,0,75,36.7,74.9,38.5,77.7,182.9,572.2,0,No,Required Compliance,Complied,2023,,,784378900
-8374640.4575835,4870519.59671569,1401,40.03148335,-75.23067307,216057,3330939,Dobson,4667 UMBRIA,19127,1,1930,K-12 School,57962,628788.9,3208451,,0,25,73.1,97.7,90,115.5,225.6,414.5,0,No,Required Compliance,Complied,2023,,,784463600
-8372690.4222511,4870541.54939528,1402,40.03163435,-75.21315561,216171,3330927,Levering Amy Northwest,6000 RIDGE AVE,0,1,1929,K-12 School,0,917370.7,108148,5436027,0,18,93,117.6,98.4,123,489.63,1421.1,0,No,Required Compliance,Complied,2023,,,"784,378,200,784,378,000"
-8367069.63493784,4874365.54630288,1403,40.05793189,-75.16266323,216259,3330914,King HS,6100 STENTON AVE,19138,1,1972,K-12 School,180066,23592352,12228849,,0,4,96.8,213.2,99.6,216.2,2720.08,4990.7,0,No,Required Compliance,Complied,2023,,,784421900
-8369218.53180714,4869847.42630394,1404,40.02685979,-75.1819671,98054,0,,5515 WISSAHICKON AVE,19144,,0,,104679,0,0,,0,0,0,0,0,0,0,0,0,No,Voluntary Compliance,Voluntarily Complied,2023,,,881062500
-8368413.06854697,4872926.58288911,1405,40.04803736,-75.1747315,216273,3404349,Roosevelt MS,430 E WASHINGTON LANE,19144,1,1924,K-12 School,149730,1789040,269440,5935766.5,0,53,59.1,83.4,64.9,89.3,611.78,758.4,0,No,Required Compliance,Complied,2023,,,784471600
-8366915.57706942,4863535.27942432,1406,39.98342608,-75.16127931,216254,3583476,Carver,1600 W NORRIS ST,19121,1,1949,K-12 School,258269,5784665,3187621.2,,0,31,59.9,130.5,66.2,138,630.06,554.9,0,No,Required Compliance,Complied,2023,,,784516400
