Reporting ID,Data Year,MapLot,Compliance Status,BEUDO Category,BEUDO Property Type,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus),Grid Electricity Emissions (Metric Tons CO2e),Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus),Natural Gas Emissions (Metric Tons CO2e),Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #1 Emissions (Metric Tons CO2e),Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #2 Emissions (Metric Tons CO2e),Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #4 Emissions (Metric Tons CO2e),Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #5 or #6 Emissions (Metric Tons CO2e),Diesel Emissions Factor (Metric Tons CO2e per Million Btus),Diesel Emissions (Metric Tons CO2e),Kerosene Emissions Factor (Metric Tons CO2e per Million Btus),Kerosene Emissions (Metric Tons CO2e),District Steam Emissions Factor (Metric Tons CO2e per Million Btus),District Steam Emissions (Metric Tons CO2e),District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus),District Chilled Water Emissions (Metric Tons CO2e),Latitude,Longitude,Coordinates
B1542,2018,169-93,Compliant,Non-Residential,Retail,34614,4,1400 Massachusetts Avenue,1924,345-10,1,Retail Store,Retail Store (37047.0),37047,,HARVARD COOPERATIVE SOCIETY,"C/O THOMAS A. WAGNER, JR. CFO",77,464846.7,1586057,,,,577806,,,,,,,,2163863,2203194.6,58.4,59.5,5024543.7,5063317.7,135.6,136.7,154.1111,574.1,15.5,0.0701,111.2327,0.0531,0,0.0735,0,0.0742,42.8784,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3737,-71.1197,POINT (-71.1196855831489 42.3737224094385)
B1139,2019,164-5,Compliant,Non-Residential,College/University,182389,,19 Eliot Street,2017,398-8,1,College/University,College/University (102899.0),102899,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1264082.7,4313050.2,5378.4,537844,,,,,,,,4245220,51997,9273527.9,,90.1,,17925864.5,,174.2,,593.5828,2567.5,24.95,0.0656,283.1391,0.0531,28.5675,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,281.8762,0.0575,0,42.3713,-71.1222,POINT (-71.122242966293 42.3712842566715)
B1110,2021,67-47,Compliant,Non-Residential,Technology/Science,39902,1,128 Sidney Street,1930,705-3,1,Laboratory,Laboratory (38252.0),38252,,MIT 128 SIDNEY SPE,,,2281070.8,7783013.4,66338.7,6633874.5,,,,,,,,,,14416888,14401216.9,376.9,376.5,28758005.8,28584729.8,751.8,747.3,915.1861,479.8,12.54,0.0723,562.8292,0.0531,352.3569,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3592,-71.1031,POINT (-71.1031272957928 42.3592499095782)
B1487,2019,52A-21,Compliant,Non-Residential,College/University,3691096,0,182 MEMORIAL DR,1916,668-2,1,College/University,College/University (121650.0),121650,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3036860,10361766.3,,,,,,,,,9830724,14593067.7,,34785558,34736927.6,285.9,285.5,55514964.6,55433242.8,456.3,455.7,2214.0114,1895.6,15.58,0.0656,680.2195,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,968.9578,0.0575,564.8341,42.3588,-71.0902,POINT (-71.0901926598223 42.3588138498349)
B1134,2021,1A-87,Compliant,Residential,Residential,25536,2,2 Leighton Street,2017,"378-2, 378-3, 378-13",3,Multifamily Housing,"Multifamily Housing (262310.0),Parking (88469.0)",262310,265,"RHAD, LLC",,99,1740742.1,5939411.9,29196.5,2919654.7,,,,,,,,,,8859066.6,8859066.6,33.8,33.8,19695990.8,19695990.8,75.1,75.1,584.5859,6164.2,23.5,0.0723,429.509,0.0531,155.0769,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3705,-71.0745,POINT (-71.0744921602808 42.3705273614028)
B1119,2016,"16-35, 16-20",Compliant,Non-Residential,Office,40000,3,161 3RD ST,1910,600-1,1,Office,"Office (34356.0),Laboratory (12000.0),Parking (10000.0)",46356,,"ARE-MA Region No.21, LLC,","C/O ARE Equities, Inc",,1450572.7,4949354.5,60744.6001,6074460,,,,,,,,,,11023814.5,11281992,237.8,243.4,21919156.2,22097755,472.8,476.7,693.5365,1127.4,24.32,0.0749,370.8928,0.0531,322.6437,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3656,-71.0783,POINT (-71.0783285448278 42.3655693930792)
B1307,2019,"44-106, 44-100",Compliant,Non-Residential,Office,230394,1,255 Main Street,1987,643-6,1,Office,"Office (281000.0),Parking (10500.0)",281000,,"BARRETT, DAVID, EDWARD H. LINDE ET-AL",C/O BOSTON PROPERTIES INC,55,5899241,20128210.5,,,,,,,,,,,,20128210.5,20128210.5,71.6,71.6,56358989.3,56358989.3,200.6,200.6,1321.3578,3279.5,11.67,0.0656,1321.3578,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3627,-71.0853,POINT (-71.0852653808348 42.3626785826802)
B1217,2021,144-1,Compliant,Non-Residential,College/University,2402868,15,25 Francis Ave,1940,241-19,1,College/University,College/University (8056.0),8056,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,23808.2,81233.5,,,,,,,,,,264130,,345363.5,366158.1,42.9,45.5,545213.1,570229.9,67.7,70.8,23.4122,102.9,12.78,0.0723,5.8744,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,17.5378,0.0575,0,42.3792,-71.1129,POINT (-71.1128630586746 42.3791626112058)
B1354,2022,159-1,Compliant,Non-Residential,House of Worship,1223988,1027,23 Harvard Yard,1932,318-13,1,Worship Facility,Worship Facility (33203.0),33203,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,9,275315.7,939377,,,,,,,,,338457.6,1788180,,3066014.6,3151983.3,92.3,94.9,5089506,5201247.4,153.3,156.6,205.6618,144.9,4.36,0.0718,67.4829,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,118.7325,0.0575,19.4464,42.3749,-71.116,POINT (-71.1160347465015 42.3748874451323)
B1346,2017,52A-21,Compliant,Non-Residential,College/University,3691096,0,127 MASSACHUSETTS AVE,1952,668-35,1,College/University,College/University (68012.0),68012,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1088092.6,3712572,,,,,,,,,2884104.1,8808136.2,,15404812.2,,226.5,,23616286,,347.2,,1028.7674,271.5,3.99,0.0749,278.2113,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,584.847,0.0575,165.7091,42.3604,-71.094,POINT (-71.0940295731205 42.360379774555)
B1256,2021,162-61,Compliant,Non-Residential,Other,109520,,39 Holyoke St,1930,405-20,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (152483.0),152483,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,447849.2,1528061.4,46185.1,4618506,,,,,,,,6201090,,13419643,,88,,17563676.2,,115.2,,767.556,968.3,6.35,0.0723,110.5019,0.0531,245.311,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,411.7431,0.0575,0,42.3714,-71.1194,POINT (-71.1194139261052 42.3713525081569)
B1536,2016,"223-45, 223-44",Compliant,Non-Residential,Other,27634,,145 Brattle Street,1961,"268-1, 268-4, 268-7",3,Community Center and Social Meeting Hall,Social/Meeting Hall (2202.0),35910,,DIOCESE OF THE ARMENIAN CHURCH,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3784,-71.131,POINT (-71.1309536406951 42.3783814576306)
B1845,2021,267F-286,Compliant,Residential,Residential,542125,525,53-55 Wheeler Street,,"76-5, 76-6",2,,,,,"TB WHEELER APARTMENTS LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3912,-71.1446,POINT (-71.1445990719557 42.3912188023763)
B1392,2017,"57-173, 57-171",Compliant,Non-Residential,College/University,420079,0,48-R MASSACHUSETTS AVE,1956,708-13,1,College/University,College/University (42146.0),42146,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,581734,1984876.6,0,0,,,,,,,1690200,17970895.4,,21645972,,513.6,,28715462.2,,681.3,,1439.0945,1074.2,25.49,0.0749,148.7419,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,1193.2405,0.0575,97.1121,42.3581,-71.0951,POINT (-71.0950544699166 42.3581329167115)
B1809,2016,90-14,Non-Compliant,Non-Residential,Office,26070,0,84 Prospect St,1980,542-17,1,Office,"Office (26070.0),Parking (150.0)",26070,,"BURCOMBE, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3671,-71.1023,POINT (-71.1022806346766 42.3670585639913)
B1391,2022,62-18,Compliant,Non-Residential,College/University,34230,1,565-570 MEMORIAL DR,1949,750-3,1,College/University,College/University (35748.0),35748,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,2932535.1,10005809.6,26122,2612199.9,,,,,,,,,,12618009.5,12727195.8,353,356,30759076.9,30873722.5,860.4,863.6,857.5427,1243.3,34.78,0.0718,718.797,0.0531,138.7457,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3543,-71.1044,POINT (-71.1044226677162 42.3543193394744)
B1044,2021,31-22,Compliant,Municipal,Municipal,109430,1,125 Sixth Street,2008,554-3,1,Police Station,"Police Station (115793.0),Parking (46754.0)",162547,,CITY OF CAMBRIDGE,,,2685199.5,9161900.8,67016.7,6701667.3,,,,,,,,,,15863568.2,16011789.3,137,138.3,32690073,32599553.8,282.3,281.5,1018.5012,2590.3,22.37,0.0723,662.5435,0.0531,355.9577,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3673,-71.0862,POINT (-71.0861568665806 42.3672756215636)
B1099,2015,59-37,Non-Compliant,Residential,College/University,146892,281,410 MEMORIAL DR,1948,742-1,1,College/University,College/University (167923.0),167923,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,807434,2754964.9,1080,108000,,,,,,,,9365735.8,,12228700.6,,72.8,,19094666.7,,113.7,,838.8344,3376,20.1,0.0767,211.2272,0.0531,5.7364,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,621.8708,0.0575,0,42.356,-71.0981,POINT (-71.0981206652128 42.3559771941183)
B1447,2019,97-130,Compliant,Residential,Residential,122984,177,150 Erie Street,1973,710-9,1,Multifamily Housing,Multifamily Housing (124302.0),124302,180,"LYNDON B. JOHNSON APARTMENTS, LLC.",,85,748440.1,2553677.5,54437,5443700.2,,,,,,,,,92439.3,7997377.7,7887854.6,64.3,63.5,12866182.2,12771852.2,103.5,102.7,456.7825,1747.4,14.06,0.0656,167.6414,0.0531,289.141,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3593,-71.107,POINT (-71.1070172923746 42.3593124889106)
B1376,2021,136-2,Compliant,Non-Residential,Other,386737,1,20 Quincy St,1931,333-3,1,Hotel,Hotel (39895.0),39895,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,89,282316.8,963265.1,7222.9,722288,,,,,,,512824.3,1479500,,3677877.4,3715665.5,92.2,93.1,5702114.1,5763813.5,142.9,144.5,235.7242,574.5,14.4,0.0723,69.6586,0.0531,38.3642,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,98.2366,0.0575,29.4648,42.3732,-71.1143,POINT (-71.1142721629382 42.3732476058283)
B1126,2018,"41-29, 41-36",Compliant,Non-Residential,Other,140205,2,One Kendall Square,1988,557-16,1,Mixed Use Property,"Office (105408.0),Laboratory (34650.0)",140058,,"ARE-MA REGION NO. 59, LLC,",,42,3716156.3,12679525.4,11595.9596,1159596,,,,,,,,,,12679525.4,12588492.6,90.5,89.9,35502671.2,35247779.1,253.5,251.7,950.8273,2337.8,16.69,0.0701,889.2356,0.0531,61.5917,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3673,-71.0902,POINT (-71.0901728557524 42.3673119191882)
B1636,2022,242-38,Compliant,Non-Residential,Education,109553,12,178 Coolidge Hill,2008,387-32,1,K-12 School,"K-12 School (42978.0),Parking (10000.0)",42978,,SHADY HILL SCHOOL,,4,424280,1447643.4,24353,2435299.9,,,,,,,,,98034.8,4217431.8,4443135.6,98.1,103.4,6944954.8,7182499.1,161.6,167.1,233.3455,674.9,15.7,0.0718,103.9958,0.0531,129.3497,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3708,-71.1388,POINT (-71.1387907457367 42.3707941740969)
B1259,2018,157-69,Compliant,Non-Residential,Other,1462119,18,1515 Massachusetts Ave,1940,266-14,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (35583.0),35583,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,403762.7,1377638.2,5446.3,544626,,,,,,,78308,2103043.1,,4103615.4,4129406.6,115.3,116,7030552,7061962.3,197.6,198.5,269.6819,1963.9,55.19,0.0701,96.616,0.0531,28.9277,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,139.6389,0.0575,4.4993,42.377,-71.1196,POINT (-71.1195560965188 42.3769896807524)
B1037,2024,114A-67,Compliant,Municipal,Municipal,11568,,1384 Cambridge Street,1913,368-14,1,Fire Station,Fire Station (16728.0),16728,,CAMBRIDGE CITY OF,FIRE DEPT,,74812.6,255260.7,5933.8,593384.8,,,,,,,,,,848645.6,900792.7,50.7,53.8,1337784.1,1387595.6,80,83,49.949,127.5,7.62,0.0722,18.4317,0.0531,31.5173,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3735,-71.1008,POINT (-71.1008328419654 42.3734678387859)
B1843,2015,1A-82,Compliant,Residential,Residential,60600,104,10 Glassworks Ave,2014,378-4,1,Multifamily Housing,Multifamily Housing,57415,103,AVB MAPLE LEAF APTS LIMITED PARTNERSHIP,,59,876364.9,2990157.4,,,,,,,,,,,,2990157.4,2927079.2,52.1,51,8372440.8,8195821.8,145.8,142.7,229.2598,1593.7,27.76,0.0767,229.2598,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3703,-71.0728,POINT (-71.0728475992381 42.3703332922471)
B1075,2024,9-31,Compliant,Non-Residential,Other,291056,400,40 Edwin Land Blvd,1963,552-1,1,Hotel,"Hotel (312276.0),Restaurant (9495.0),Parking (59661.0),Swimming Pool (0.0)",321771,,"SONESTA, ROYAL SONESTA HOTEL BOSTON","C/O RYAN, LLC",76,4397947.6,15005797.1,103895.7,10389567.6,,,,,,,,,,25395364.7,26850539.7,78.9,83.4,52925277.9,54616724.5,164.5,169.7,1635.3642,7617,23.67,0.0722,1083.5275,0.0531,551.8367,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3668,-71.0749,POINT (-71.0748912440505 42.3668113064932)
B1258,2021,157-69,Compliant,Non-Residential,College/University,1462119,18,1563 Massachusetts Avenue,1970,266-3,1,College/University,College/University (72194.0),72194,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,349361,1192019.6,,,,,,,,,710259.8,2236289.9,,4138569.4,4279805,57.3,59.3,6674340.1,6857065.3,92.5,95,275.496,292.3,4.05,0.0723,86.201,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,148.4863,0.0575,40.8087,42.3786,-71.1196,POINT (-71.1196309979824 42.3786133718066)
B1674,2019,165-24,Compliant,Non-Residential,House of Worship,29795,1,980 Memorial Drive,2011,356-38,1,Worship Facility,"Worship Facility (37249.0),Parking (4240.0)",37249,,SOCIETY OF ST JOHN THE EVANGELIST,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0656,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3723,-71.1247,POINT (-71.1247129020023 42.3723174113795)
B1292,2015,170-19,Compliant,Non-Residential,College/University,159406,0,3 James Street,1907,307-12,1,College/University,College/University (26790.0),26790,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,202487.5,690887.5,1025.9,102587.3,,,,,,,,,,793474.8,791086.8,29.6,29.5,2042201.6,2039694.2,76.2,76.1,58.4203,189.6,7.08,0.0767,52.9714,0.0531,5.4489,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3757,-71.1231,POINT (-71.1231154600397 42.3757441600762)
B1796,2023,82-8,Compliant,Residential,Residential,89636,116,1221 Cambridge St,1974,338-15,1,Multifamily Housing,Multifamily Housing (102610.0),102610,116,"INMAN CAST LLC,",C/O HOMEOWNERS REHAB INC.,92,538489,1837324.4,32786.5,3278645.4,,,,,,,,,,5115969.9,5165134.4,49.9,50.3,8587086.1,8724746.9,83.7,85,306.8118,2747.9,26.78,0.0722,132.6682,0.0531,174.1436,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3736,-71.0976,POINT (-71.0975571204238 42.3736359462726)
B1104,2020,71-56,Compliant,Non-Residential,Technology/Science,978455,,700 Main Street,1998,"658-1, 658-2",2,Laboratory,Laboratory (168879.0),168879,,"MIT 650 MAIN STREET, LLC",,,7969283.4,27191194.9,393932.3,39393228.4,,,,,,,,,,66584423.2,68493293.3,394.3,405.6,117498235.5,118900540.8,695.8,704.1,4018.8992,7102.9,42.06,0.0709,1926.5358,0.0531,2092.3634,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3622,-71.0947,POINT (-71.0946601383076 42.3622053033436)
B1045,2016,269-136,Compliant,Municipal,Other,12740,,359 Rindge Avenue,2006,29-40,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (12089.0),12089,,CAMBRIDGE CITY OF,,,118014.2,402664.4,2580.2,258022.6,,,,,,,,,,660687,660851.2,54.7,54.7,1398384.1,1398660.2,115.7,115.7,43.8795,,,0.0749,30.1747,0.0531,13.7048,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3956,-71.1379,POINT (-71.1379026116987 42.3956114479349)
B1213,2024,164-5,Compliant,Non-Residential,College/University,182389,,15 Eliot St,1990,398-3,1,College/University,College/University (103979.0),103979,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,1032426.4,3522638.9,1067.9,106792,,,,,,,,4870800.3,,8500231.1,8472033.9,81.7,81.5,15835293.3,15755284,152.3,151.5,583.4461,1795.3,17.27,0.0722,254.3601,0.0531,5.6722,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,323.4138,0.0575,0,42.3718,-71.122,POINT (-71.1219929750609 42.3717986898407)
B1057,2017,76-96,Compliant,Municipal,Education,98416,,225 Windsor Street,1982,567-6,1,K-12 School,K-12 School (83221.0),83221,,CAMBRIDGE CITY OF,SCHOOL DEPT,81,359566.5,1226840.7,28110.8,2811080.1,,0,,,,,,,,4037920.8,4179070.1,48.5,50.2,6386788.1,6541152,76.7,78.6,241.2465,517.5,6.22,0.0749,91.9365,0.0531,149.31,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3668,-71.0959,POINT (-71.0958787200475 42.3667998237567)
B1350,2022,121-6,Compliant,Residential,Residential,65184,53,1010 Massachusetts Avenue,1900,489-10,1,Multifamily Housing,"Multifamily Housing (41488.0),Parking (8774.0)",41488,53,MIT 1010 MASS AVE FEE OWNER LLC,,91,143062.6,488129.5,25964.3,2596425.7,,,,,,,,,,3084555.3,3245151.3,74.3,78.2,4093009.7,4261635.6,98.7,102.7,172.9741,1324.2,31.92,0.0718,35.0662,0.0531,137.9079,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3692,-71.1118,POINT (-71.1118195083709 42.3692118652094)
B1602,2022,"241-10, 241-14, 241-12",Compliant,Non-Residential,Healthcare,781917,124,330 Mount Auburn St,1950,"330-1, 330-3, 330-4",3,Hospital (General Medical & Surgical),"Data Center (250.0),Hospital (General Medical & Surgical) (652274.0),Parking (276205.0)",652524,,MT. AUBURN HOSPITAL,,72,18799145.4,64142684.1,1111964.8,111196479.8,,,,,,,,,,175339163.9,177940733.4,268.7,272.7,296355819.3,299087467.2,454.2,458.4,10514.0254,411.3,0.63,0.0718,4607.88,0.0531,5906.1454,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3744,-71.1325,POINT (-71.1325152018369 42.3744263406639)
B1020,2018,99-81,Non-Compliant,Municipal,Education,84021,1,40 Granite Street,1998,740-1,1,K-12 School,K-12 School (74806.0),74806,,CAMBRIDGE CITY OF,SCHOOL AND RECREATION,48,551722.3,1882476.4,49696,4969597.3,,,,,,,,,,6852073.7,6886263.3,91.6,92.1,10489011.1,10448924.1,140.2,139.7,395.9803,396.4,5.3,0.0701,132.0211,0.0531,263.9592,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3559,-71.1127,POINT (-71.1126782837584 42.3559204359515)
B1315,2023,14-26,Compliant,Non-Residential,Office,43560,3,139 Main St,2019,620-80,1,Office,"Office (41857.0),Parking (3000.0)",41857,,MIT 139 MAIN ST FEE OWNER LLC,C/O MIT INVESTMENT MGMT CO,87,279899.2,955015.9,10037.1,1003709.1,,,,,,,,,,1958725,2028607.9,46.8,48.5,3727939.2,3797279,89.1,90.7,122.2706,315.3,7.53,0.0722,68.9591,0.0531,53.3115,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3623,-71.0823,POINT (-71.0823357837079 42.3623447379159)
B1091,2016,267.4-307,Compliant,Non-Residential,Technology/Science,76359,1,10 Wilson Rd,1999,69-7,1,Laboratory,Laboratory (N/A),75688,,"DIV Fresh Pond 10 Wilson, LLC",,,2052810.8,7004191.1,0,0,,,,,,,,,,7004191.1,,91.3,,21993160.2,,286.8,,524.8773,644.9,,0.0749,524.8773,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3925,-71.1501,POINT (-71.1500619561926 42.3924625119944)
B1652,2024,140-157,Compliant,Non-Residential,Healthcare,36212,,1611 Cambridge Street,1970,302-21,1,Medical Office,"Medical Office (36212.0),Parking (27000.0)",36212,,"ATRIUS HEALTH, INC",,50,486611.1,1660317.1,16509.5,1650954.9,,,,,,,,,,3311271.9,3449715.1,91.4,95.3,6382390.4,6536934.4,176.3,180.5,207.5766,332.9,9.19,0.0722,119.8869,0.0531,87.6896,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3751,-71.1084,POINT (-71.1084369983948 42.3750850443883)
B1435,2015,107-136,Compliant,Non-Residential,Office,162348,9,675 Mass Ave,1961,584-4,1,Office,"Office (N/A),Parking (0.0)",127880,,U.S. Reif Central Plaza Mass. LLC,,,2551538.1,8705847.8,,,,,,,,,,,,8705847.8,8521678.5,21.2,20.9,24376374,23860699.8,66.7,65.5,667.4902,1361.9,12.72,0.0767,667.4902,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.366,-71.1038,POINT (-71.1038209022604 42.3660385398149)
B1259,2016,157-69,Compliant,Non-Residential,Other,1462119,18,1515 Massachusetts Ave,1940,266-14,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (35772.0),35583,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,414179.5,1413180.6,7370.1,737007.8,,,,,,,1217621.4,2439269.8,,5807079.6,5808231.5,162.3,162.4,8773341.1,8774474.7,245.3,245.3,376.9699,1583.2,44.26,0.0749,105.9004,0.0531,39.146,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,161.9639,0.0575,69.9597,42.377,-71.1196,POINT (-71.1195560965188 42.3769896807524)
B1250,2017,159-1,Compliant,Non-Residential,College/University,1223988,1027,9 Harvard Yard,1872,318-21,1,Residence Hall/Dormitory,Residence Hall/Dormitory (59075.0),59075,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,94,235487.5,803483.4,4727.7,472770.9,,,,,,,,1367864.1,,2644118.5,2713172.1,44.8,45.9,4391759.9,4474834.2,74.3,75.7,176.1464,,,0.0749,60.2111,0.0531,25.1111,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,90.8241,0.0575,0,42.3741,-71.1182,POINT (-71.1181581287967 42.3740653865648)
