bbl,tenant,floor,sf_occupied,move_in_date
1009950005,Analysis Group,23rd,37768,7/19/25
1007800013,ANAMODA,4th,2400,6/1/01
1012630024,Anari Jewelry,GRND,500,25-May
1008400023,Anat Gerstein,14th,6944,11/1/23
1012910021,Anat Lebow,10th,2000,5/1/23
1005220001,Anchorage Advisors,6th,12253,9/1/01
1008870095,Anchorage Digital,9th,10000,7/1/22
1008610044,Anchorage Digital,9th,"10,000",22-Jul
1008290007,Ancora Engineering,10th,"2,900",22-Dec
1008800014,And Partners,12th,5606,12/1/01
1009980029,Andersen Tax,"17th, 18th, 19th","65,000",11-Jan
1008000065,Andigo New Media,9th,1000,9/1/10
1008130050,"Andover Fabrics, Inc.",24th,"6,349",14-Feb
1007390001,Andover Properties,33rd,10850,8/3/25
1005290072,Andrew Davidson,5th,"8,839",9-Jun
1008210055,Andrew Franz Architect,11th,2000,7/1/24
1012790045,Andrew Garrett,5th,"4,450",15-Jan
1002090028,Andrew Wilkinson Architects,5th,960,15-Sep
1013180001,Andrew's Marc,35th,1000,3/15/25
1008110001,Andrews NYC Diner,GRND,"2,500",22-Oct
1005300001,Andrews Organization,12th,7770,4/1/05
1005780067,Andrianna Shamaris,GRND,"3,848",19-Apr
1008240015,Andros,7th,"5,300",23-Mar
1013060033,Anecdote Candles,2nd,"7,200",21-Jun
1012710071,Angel Oak Capital Advisors,28th,1000,8/23/25
1010240015,Angelina Bakery,2nd,4000,22-Mar
1007620033,Angelina Bakery,GRND,1100,9/1/20
1008000025,Anheuser-Busch,"6th, 7th, 8th, 9th, 10th, 11th, 12th",96190,12/1/15
1008130031,Animated Storyboards,"24th, PENT","10,177",13-Nov
1008410020,Ankasa,GRND,500,25-Jun
1013010023,Ankura Consult Group,"9th, 10th",58746,7/18/25
1007610053,Anna Maria Lombino Law Offices,9th,"1,550",17-Mar
1007800013,Annabelle New York,2nd,2600,6/1/17
1010000029,Annaly Capital Management,41st,"42,517",14-Dec
1008390060,Annam Cafe,GRND,1774,6/24/25
1008650071,Annyko Studio,6th,"1,780",23-Feb
1012880056,Anomaly,25th,"11,500",21-Apr
1008130031,Ansal Holdings,GRND,500,25-Jun
1008870095,Antech Diagnostics,12th,11176,1/1/24
1008610044,Antech Diagnostics,12th,"11,176",24-Jan
1007830070,Anthem Blue Cross Blue Shield,35th,36000,3/1/25
1007600012,Anthony Luciano,13th,4150,1/1/00
1000800001,Anthropologie,GRND,"17,796",15-Sep
1009200012,Anti-Defamation League,"9th, 10th","72,455",6-Aug
1000920024,Anti-Violence Project,3rd,10940,5/1/15
1007840064,Anyword,5th,4924,7/1/22
1008140019,ANYX GROUP,18th,"31,464",21-Nov
1000430005,Anzalone & Leschins,6th,900,17-Jan
1008130055,AO Organic Japanese,GRND,1300,5/1/22
1012690041,Aozora Bank,5th,"11,091",24-Aug
1002090028,AP Studio,3rd,500,22-Aug
1008480061,AP3D Consulting,8th,"2,300",24-Oct
1008610003,APartnership,10th,3650,7/1/17
1008010001,APCO,21st,18810,24-Nov
1007870001,Apeiro Design,10th,"5,000",20-Jul
1008590015,Aperture Contract,6th,2567,5/25/25
1012890014,Apex Credit Partners,16th,"22,389",22-Apr
1004260029,Apex For Youth,2nd,"2,800",22-Mar
1013060042,Apex Funds Service,GRND,500,25-Apr
1007790039,APEX Group,3rd,"2,950",23-Mar
1008220009,Apex Health,10th,"3,083",23-Dec
1000880001,Apex Health,5th,2932,3/1/01
1008510035,Apex Systems,1st,"2,800",25-Aug
1012590019,APF Properties,7th,5358,12/1/11
1012970033,APG Asset Management US Inc.,"2nd, 3rd","66,527",2-Jan
1010240015,Apifiny,30th,12022,21-Nov
1005110012,APL (New York) Corporation,9th,2200,5/1/25
1008380012,APM Model Management,6th,2750,3/1/01
1007840060,Apollo Bagels,GRND,7250,5/1/25
1012920015,Apollo Global Management,"10th, 11th, 12th, 13th","96,276",26-Sep
1012730022,Apollo Global Management,"7th, 9th, 10th, 11th, 12th, 13th, 14th, 15th, 16th, 17th, 18th, 21st, 22nd, 28th, 42nd","367,212",11-Apr
1008110010,Apotheco Pharmacy Group,GRND,"2,250",17-Jul
1008380024,App Funding Beta,3rd,500,24-Nov
1006960065,APP Group,10th,"2,550",23-Apr
1008390016,Apparel Link,10th,"2,500",15-Jan
1008370036,Appell & Parrinelli Law,6th,1315,8/1/17
1000750030,Appellate Advocates,"8th, 9th",15483,7/1/16
1007830070,AppGate,1st,3372,8/25/25
1012950023,Applause,7th,17000,10/1/22
1008070001,Apple,"4th, 8th, 9th, 10th, 11th, 12th, 13th, 14th",457223,8/1/20
1012960014,Apple Bank,9th,"17,430",5-Apr
1008050003,Apple Bank,GRND,1500,12/1/19
1012690001,Apple Bank,GRND,6485,9/1/20
1017740056,Apple Bank,GRND,3039,12/1/18
1012940001,Apple Bank,GRND,"16,528",4-Feb
1007850075,Apple Window Cleaning,5th,"1,000",9-May
1008820085,Applico,7th,"3,500",18-Apr
1009930022,Applied Academics,19th,1649,8/1/24
1008150039,Applied Academics,19th,"1,649",24-Aug
1007850015,Applied Design Initiative,6th,"3,300",15-Nov
1008650014,Appnovation,21st,5014,8/1/21
1012750008,"Appraisers & Planners, Inc.",9th,"4,688",14-Jul
1007840051,Appraisers Assoc of America,11th,1086,3/1/01
1004960036,Approche Sur Mesure,3rd,1341,8/21/25
1008510035,Appsflyer,8th,"13,671",21-Sep
1008300062,April Printing Co,4th,2566,4/1/08
1008040011,Aptiviti,9th,4000,10/1/19
1008490016,Aqua Restaurant Group,GRND,26554,8/1/24
1006460001,Aquarian Holdings,6th,13766,11/1/19
1012910028,Aquavit,GRND,12705,1/1/01
1012620054,Ar & Ar Jewelry,13th,4087,7/1/01
1013060042,Arab Bank,GRND,500,25-Apr
1008030067,Arab Bankers Association,8th,2900,8/1/10
1013110001,Arbol Inc.,10th,"7,299",25-Jun
1013070001,Arbor Realty Trust,"29th, 30th",35714,4/10/25
1007870072,ARC Document Solutions,"3rd, 4th",17220,4/1/17
1008500001,Arc'teryx,GRND,4000,4/1/01
1000160150,Arc'teryx,GRND,"3,200",18-Mar
1010270020,Arcade Beauty,14th,10553,1/1/01
1008280035,Arcade Edit,12th,"6,761",16-Mar
1010090005,Arcadia Investment Partners,47th,8300,24-Aug
1013740021,Arch Angels NYC,12th,"2,000",20-Jan
1012580009,Arch Insurance Group,"12th, 14th","44,510",22-Jan
1010250025,Arch Meetings & Events,11th,5358,22-Mar
1008880024,Archcare,"2nd, 3rd, 8th, 16th","21,100",17-Jan
1010000029,Archer & Greiner,27th,"7,347",20-Jan
1008480043,Archetype,6th,"11,985",17-Nov
1010090005,Archimed,57th,8785,24-Jan
1000160225,Archipelago,12th,"5,580",24-Nov
1008010051,"Architectural Flooring Resource, Inc.",9th,"9,300",25-May
1007790066,Archstone Builders,10th,"3,750",17-Oct
1012890036,Arconic,GRND,500,25-Mar
1008220070,Arcus,6th,1732,8/1/23
1004860011,Arcus Development,3rd,1266,5/21/25
1007020010,Ardea Partners,40th,"8,933",17-May
1012710071,Ardian,"20th, 21st, 22nd, 23rd, 24th, 25th",62121,3/1/02
1008600045,Ardoq,6th,8000,5/1/23
1012950033,Area 23,3rd,32000,2/16/25
1012900056,Arel Capital,26th,"6,950",14-Nov
1007850067,Arel Studio,4th,3000,7/1/01
1008680010,Arena Security,9th,500,3-Jun
1010050029,Arent Fox,"38th, 41st, 42nd","74,467",17-Aug
1013010001,ARES,"37th, 38th, 39th, 40th, 42nd, 43rd, 44th",230212,6/11/25
1013010001,Ares Commercial Real Estate,4th,38564,12/20/25
1012590019,Argand Partners,5th,9750,5/1/17
1008290016,Argentic Investment Mgmt,12th,11578,20-Mar
1008390029,Argento Vivo,7th,"9,300",2-Mar
1008130001,Argo Group,7th,"30,000",22-Feb
1012670041,Argo Infrastructure Partners,35th,11289,8/1/01
1008190010,Argo Real Estate,"6th, 7th, 8th",21600,3/1/99
1013210047,Argot Partners,34th,7450,10/1/14
1000250027,Argus Capital,16th,"5,368",16-Aug
1008800084,Argus Capital,10th,5200,10/1/18
1000240036,Argyle,GRND,"9,000",17-Jan
1012870021,Ariel Alternatives,"12th, 14th",22277,2/1/22
1007790039,Ariel Consultants,GRND,500,23-Jun
1012960014,Ariel Property Advisors,24th,"9,273",15-Jul
1007890052,Ariela & Associates,"6th, 7th",27000,4/25/25
1008610003,Arik Kislin,17th,4000,1/1/25
1012600001,Aristeia Capital,11th,"9,750",15-May
1007800036,Ariston,GRND,1207,11/1/01
1004830017,Aritzia,2nd,"10,187",10-Dec
1007970037,Aritzia,5th,"50,000",22-Dec
1008440003,Aritzia,GRND,10512,1/1/15
1004970018,Aritzia,GRND,"28,600",24-Nov
1008440001,Ark Restaurants,14th,6400,8/1/01
1010080037,Arkhouse Management,17th,2672,6/1/22
1008120016,Armand Corp,16th,2311,7/1/23
1007790066,Armand Legardeur Architect,15th,"3,163",15-Jan
1013130004,Armani Casa,GRND,"1,676",24-Jan
1004970001,Armani Exchange,GRND,4000,1/1/01
1012850021,ARMANINO,37th,19135,3/25/25
1012900036,Armstrong Teasdale,12th,500,25-Sep
1012710071,Arnhold,31st,2500,7/1/21
1007790039,Arora and Associates,5th,"2,100",15-Jun
1007840051,Arora Engineers,9th,5212,3/1/01
1012630061,Arpas International,5th,"2,000",3-Apr
1008210041,Arquitectonica,6th,9509,7/1/08
1007880078,Arrangements Abroad,GRND,3000,21-Aug
1000890001,Arriva Travel,GRND,500,24-Jan
1005190070,Arrojo Studio,GRND,"14,500",7-Sep
1008690054,Arrow Search Partners,7th,"13,662",24-Aug
1008140046,Arrow Yarns,12th,3725,6/1/14
1008050039,Art & Cook,11th,"1,500",22-Apr
1007790017,Art 21,7th,2350,6/1/17
1008880024,Art Dealers Association Of America,9th,"2,000",18-Mar
1012930026,Art Finance Partners,7th,1866,15-Feb
1001550001,Art On The Ave NYC,GRND,1500,6/1/25
1005120015,Art People Wallcovering,11th,6998,6/1/01
1006970047,Art Start,5th,"1,800",16-Jul
1012630061,Art-Tec Jewelry Designs,4th,"4,763",17-Apr
1013110001,Artech,GRND,"4,000",25-May
1008610057,Artefacto,GRND,"14,107",24-May
1007790039,Artforum International Magazine,19th,"6,000",Jun-99
1008140052,Artichoke Pizza,GRND,"2,490",25-Sep
1000750021,Articulate Communications,15th,"4,065",13-Nov
1008360035,Artisan Alliance,8th,1050,11/1/01
1005810063,Artisan Books,9th,3593,7/16/25
1001500038,Artisan Council,11th,"2,250",24-Mar
1008220062,Artistic Tile,GRND,4800,9/1/07
1007130001,Artists & Fleas,GRND,4068,6/1/01
1005290072,Artists Rights Society,12th,"9,310",16-Nov
1010120015,ArtScroll Printing Corp.,GRND,"9,146",13-Oct
1005290072,Artspace,8th,3000,22-Nov
1001940042,Artsy,24th,5845,6/1/01
1007850015,Artur Tailors,7th,"3,609",13-Aug
1000480001,Arup,"17th, 18th, 19th, 20th",99418,8/1/25
1008640025,"Aruvil International, Inc.",17th,850,16-Dec
1007600063,Arvaci Coffee,GRND,"1,100",21-Oct
1008090053,AS Beauty,16th,"30,451",24-Feb
1012870052,Ascend,17th,5743,3/23/25
1005230048,Ashe Leandro,GRND,500,23-Jun
1000750030,Asher & Associates,14th,5200,1/1/14
1012830058,Ashi Diamonds,14th,"4,347",18-Sep
1012930059,Ashkenazy Acquisition Corp,15th,13115,21-Oct
1012750069,AshmoreAVENIDA,15th,"4,690",18-Dec
1007780036,Asian American Federation,18th,6750,4/1/25
1007760001,Asian American Federation,18th,"6,750",25-Apr
1008340019,Asian Escorts of NY,GRND,1102,11/20/25
1007790013,Asite,16th,1500,1/1/01
1007600055,ASL Productions,10th,7456,1/1/24
1007630018,ASM Electric & Machine,GRND,300,16-Jul
1008390019,ASM Realty Group,4th,2300,6/1/18
1007860001,ASPCA,"2nd, 7th, 8th, 24th","67,650",8-Feb
1010250043,Ass't Director Training,1st,1500,10/1/19
1005290072,Assembly,"10th, 11th","18,620",21-Dec
1005440008,Assembly,2nd,1500,3/1/20
1000640012,Associate Ophthalmologists,14th,4500,6/1/97
1008880024,Art Museum Curators Association,9th,500,21-Oct
1000160120,Associated Press,"5th, 18th, 19th, 20th","172,093",17-Feb
1007600043,Association Of Contracting Plumbers,17th,"3,515",19-May
1000420031,Association Of Junior Leagues,15th,8000,6/1/22
1009690005,Association Of Junior Leagues,1st,"1,350",16-Jul
1012990033,Association Of National Advertisers,"3rd, 4th","22,215",May-95
1010220043,Assured Guaranty,"23rd, 24th","103,838",16-Mar
1012620056,Aster Jewels,8th,"1,000",10-Jul
1008360033,Astor Accesories,11th,1272,8/1/01
1005450026,Astor Place Hairstylists,GRND,"8,000",Jan-88
1005440001,Astor Wines & Spirits,GRND,"7,500",5-May
1000240029,Astound Digital,2nd,7346,11/1/18
1008000061,Astral Properties,3rd,500,22-Jul
1008670070,Astro Gallery Of Gems,GRND,"12,000",19-Feb
1006970047,Asyl Gallery,GRND,500,22-Jun
1008800014,Asylum NYC,GRND,5872,7/1/01
1008260026,At Bay,8th,5251,3/1/22
1000290070,AT&T,9th,29137,7/1/25
1012690001,AT&T,GRND,1450,1/1/09
1000880001,AT&T,GRND,2000,5/1/07
1001440040,AT&T,GRND,"1,024",24-Jan
1008250031,AT&T,GRND,"1,420",20-Mar
1008350041,AT&T,GRND,"1,500",11-Jun
1012590001,AT&T,GRND,"1,000",15-Feb
1012820021,AT&T,GRND,"10,000",16-Jul
1012890036,Atairos,"15th, 16th","21,450",25-Oct
1008860001,Atalanta Advisors,GRND,4008,10/20/25
1012770002,Atalanta Sosnoff Capital,17th,"11,153",17-Jul
1000430002,ATANE,11th,"34,975",6-Nov
1012750014,Atari,8th,5672,1/1/17
1012860043,ATC Aerospace,4th,4757,5/1/22
1005000011,Atelier Beaute Chanel,2nd,1000,11/1/01
1007750058,Atelier Esthetique Institute,7th,1200,11/1/18
1008040044,Atelier Ten,8th,10000,12/1/20
1012610036,Aterian Investment Partners,8th,3800,10/20/25
1007860068,Atheneum Partners,8th,10875,5/1/17
1005120015,Athleta,GRND,2911,7/1/01
1008190044,Athleta,GRND,"2,000",22-Dec
1008280033,Athletes First,9th,4202,8/1/24
1005110001,Athletic Propulsion Labs,GRND,6500,5/1/01
1008140052,Athlux Design Studio,16th,"14,975",25-Sep
1010130029,Athome Trip,7th,1150,12/1/19
1012770002,Athyrium Capital Management,18th,"10,856",19-Apr
1007080031,Atika Capital Management,12th,500,17-Mar
1008140001,Atlantic Creek Real Estate Partners,19th,"5,000",17-Mar
1008220031,Atlantic Development Group,3rd,7800,5/1/07
1004910046,Atlantic Development Group,3rd,"7,800",7-May
1012750059,Atlantic Global Risk,12th,11113,6/1/22
1005460021,Atlantic Group,8th,3300,12/1/01
1008360020,Atlantic Group,8th,"3,300",19-Dec
1007870011,Atlantic Meter Supply Ltd.,6th,"8,500",Jul-00
1012870021,Atlantic Street Capital,11th,8405,4/1/22
1007390001,Atlantic Theater Company,3rd,26416,7/1/16
1008010061,Atlantic Tomorrows Office,3rd,"7,500",May-84
1008800084,Atlas,8th,10400,7/1/16
1007860013,Atlas Environmental Lab Corp,15th,3184,7/1/12
1012870021,Atlas Merchant Capital,21st,7972,10/1/19
1009950005,Atlas SP Partners,5th,55662,12/24/25
1008620013,Atlas Talent Agency,6th,5000,12/1/06
1008020008,Atm Anthony Thomas Melillo,7th,1500,1/1/01
1012630005,ATR Jewelry,4th,"1,319",12-Feb
1012750050,Atria Wealth Solutions,14th,"5,917",18-Sep
1008830001,Atrium Medical,3rd,19372,8/1/01
1013100041,Atrium Medical,12th,3645,5/1/18
1008220049,Attain,10th,5274,5/1/01
1008610015,Attentive Mobile,8th,18364,1/1/24
1004960036,Attix,"2nd, 3rd",18759,4/1/25
1021240043,Au Bon Pain,GRND,3500,3/1/21
1008690016,Auction Technology Group,15th,"6,584",25-Oct
1012860035,Audax Group,19th,"19,274",15-Jan
1013120015,Audemars Piguet,29th,7255,10/1/01
1012930035,Audemars Piguet,GRND,300,25-Aug
1006920023,Audio Visual Services Group,3rd,"5,000",18-Sep
1012700049,Auerbach Grayson,3rd,2752,4/1/22
1007880011,Augury,GRND,500,25-Apr
1008690054,August Leadership,15th,"6,044",22-Nov
1008400028,Aulder Capital,11th,4465,9/1/22
1007819002,Auntie Anne's,GRND,"1,500",19-Mar
1002330026,Aura,5th,"12,315",25-Jan
1007790041,"Aurora and Associates, P.C.",9th,4325,6/1/23
1008150001,Authentic Brands Group,"19th, 20th, 21st, 22nd",100628,8/1/01
1009930047,Authentic Lifestyle Products,6th,"11,652",17-May
1000640015,Automated Management Systems,9th,1350,7/1/16
1007590045,Automation Graphics,1st,1500,6/1/21
1005220010,Automattic,11th,"10,693",24-Oct
1008180066,Autumn Communication,4th,"9,979",15-Nov
1008060001,Autun Contractors,19th,"3,000",22-Jan
1008130031,Aux Merveilleux de Fred,GRND,"1,147",22-Oct
1007080037,AV Workshop,3rd,"3,000",20-Jun
1009980024,Avail NYC,4th,4500,8/1/15
1007790066,Available Light,6th,"1,650",23-Jul
1007800007,Avanan,8th,"2,471",19-Jul
1012760042,Avant Business Services,GRND,"3,000",7-May
1013130014,Avant-Garde Physical Therapy,12th,4049,2/1/22
1012920037,Avantyr Capital Partners,11th,10392,4/25/25
1005800065,Avanza Lending,GRND,500,25-Jul
1008260026,Avatar Trading,GRND,4516,7/20/25
1007880004,Avcon Engineering P C,14th,3500,5/1/14
1002090028,Avec New York Jewelry,2nd,500,21-May
1005630031,Avenir,12th,9943,2/1/22
1013130014,Avenue Medical Associates,14th,2906,1/1/22
1008120006,Avenue Montaigne,8th,8000,4/1/98
1005300001,Avenue Real Estate,2nd,8500,11/1/22
1008040011,Avenue Road,"5th, 8th",9286,6/1/18
1005220010,Avenue Z,8th,"1,500",25-Aug
1006970056,Avenues of The World School,1st,12400,6/1/25
1012830017,Avestar Capital,10th,3000,17-Mar
1012630024,Avi,2nd,"4,700",18-Dec
1012620048,Avi & Co,2nd,4700,12/1/01
1008600049,Aviram Aziz,10th,1157,7/1/08
1012910028,Avista Capital Partners,18th,16312,10/4/25
1008380072,Aviva Vino,8th,1000,7/1/16
1008570076,Avo,GRND,"1,400",22-Apr
1010080019,Avo,GRND,"1,328",23-Oct
1007590037,Avondale Care Group,2nd,"5,589",8-Jul
1004990007,Avoro Capital Advisors,8th,2850,11/1/23
1010030029,Avra Estiatorio,GRND,16560,10/21/25
1013740060,Avra Madison Estiatorio,GRND,9027,8/1/15
1002090028,AvroKO,4th,500,22-Aug
1008110001,AW Chang,6th,"8,936",16-Dec
1012850036,Awaken Education,GRND,500,24-Jan
1005590016,Axcel Learning,12th,2048,1/24/25
1000430001,Axelon Services Corporation,4th,12000,7/1/11
1008680016,"Axelrod, Fingerhut & Dennis",15th,1350,5/1/18
1008860001,Axial,8th,7500,10/1/23
1008040011,Axilone USA,7th,5432,12/1/23
1007819002,Axiom Markets,14th,"12,441",15-Jun
1008410018,Axispoint,4th,4450,5/1/18
1008630013,AYC Naturals,12th,500,22-Apr
1008360033,Ayurvedic Consultancy,7th,2206,7/1/16
1012930059,Azadian Group,18th,4000,18-Dec
1010220043,Azalea,GRND,"1,954",Jan-99
1007860001,Azuki Japanese Restaurant,GRND,"3,300",11-Apr
1008120016,Azzure Home,9th,2708,8/1/14
1001920001,Azzurro Hd,24th,"15,000",16-Nov
1008140001,B & J Fabrics,2nd,"14,379",3-Aug
1008110016,B C America,10th,"6,750",Jan-91
1008040044,B Squared,7th,10000,10/1/04
1000630003,B Stern CRE,11th,"2,500",23-Dec
1008150014,B Tween,14th,10799,3/1/18
1007890075,B Wallis Organic Hair,3rd,1000,6/17/25
1007850015,B&B Contracting Group,3rd,"1,300",17-Apr
1008610022,B&B Italia,GRND,4500,3/1/15
1013120041,B&B Italia,GRND,4000,3/1/98
1007580082,B&H Photo Video,"2nd, 3rd, 4th, 5th, 10th",121883,7/1/98
1007610037,BABA,"4th, 22nd","3,819",18-Jun
1008440003,B12,7th,5256,7/1/01
1000240029,B2B Soft,22nd,10170,2/1/17
1012950023,B6 Real Estate Advisors,3rd,8397,3/1/24
1008210055,Babak Mohajer M.D.P.C.,7th,1300,4/1/15
1012900052,Baccarat,"18th, PENT","8,606",24-May
1013740021,Baccarat,4th,"4,304",24-Jan
1008150046,Bachrach Group,13th,7939,11/1/16
1013110040,Backcast Partners,20th,"7,500",24-Sep
1007790049,Backwater Music Prodctns,4th,450,16-Jul
1007860064,Badass Counseling,6th,"2,000",21-May
1007890036,Badgley Mischka,22nd,8216,2/1/01
1006460027,Bagatelle,GRND,10027,9/1/25
1008120016,Bagatelle International,18th,2100,4/1/15
1007800036,Bagel Market,GRND,1000,5/21/25
1007890075,Bagel Market,GRND,3400,9/1/21
1007790039,Bagel Pub,GRND,500,22-Oct
1007890062,Bagel to Sandwich,GRND,2700,12/1/22
1008610064,Baharestani Ziegler & Ritt,11th,1000,7/1/16
1012690001,Bahnsen Group,GRND,4545,3/24/25
1013030033,Baillie Gifford,43rd,4500,6/24/25
1012580009,Bain & Company,"41st, 42nd, 43rd, 44th","126,115",14-Jun
1012900021,Bain Capital,"29th, 30th","19,555",18-Jun
1009970029,Baird,"16th, 36th",28012,9/1/17
1001490033,Baird Architects,16th,"1,642",19-Mar
1000160260,Baires Grill,GRND,8450,12/1/24
1008410049,Baker McKenzie,"14th, 15th, 16th, 17th, 18th, 19th, 20th",107847,2/1/13
1007120042,Bakkt Holdings,4th,"10,435",22-Mar
1007850037,Bala,19th,8601,11/1/24
1008060006,Balance Arts Centet,"3rd, 6th","9,518",18-Aug
1007840041,Baldwin Group,4th,6115,10/1/19
1005290072,Balenciaga,3rd,"9,310",22-Nov
1004990007,Balenciaga,GRND,9800,9/1/01
1008690058,Baliant Contracting,GRND,700,22-Mar
1010240015,Ballard Spahr,19th,27251,18-Jan
1014350044,Balsamo Antiques,7th,3714,7/1/01
1004830017,Balthazar Restaurant,GRND,"13,000",Sep-97
1012940001,Balyasny Asset Management,"12th, 21st, 23rd, 34th, 35th","158,890",16-Oct
1008360020,Banana Republic,GRND,"29,000",22-Feb
1005460021,Banana Republic,GRND,9110,5/1/01
1012750069,Banc of California,18th,"7,842",14-Aug
1012670022,Banco Popular,9th,3200,5/1/21
1009960001,Bandai,GRND,1324,5/1/01
1000240036,Bandera Partners,18th,"6,082",12-Jun
1000200001,Bangkok Bank,19th,"9,316",Apr-99
1012590001,Bank Hapoalim,"19th, 20th","47,005",16-Jul
1000200016,Bank Negara Indonesia,GRND,10370,2/7/25
1009990019,Bank of America,1st,237408,9/1/89
1012580009,Bank of America,"3rd, 4th, 5th, 6th, 7th","175,816",18-Jan
1013160001,Bank of America,GRND,6930,11/1/05
1017740056,Bank of America,GRND,2538,2/1/20
1008360035,Bank of America,GRND,2953,12/1/10
1013010033,Bank of America,GRND,9176,10-Apr
1007830070,Bank of America,GRND,4201,12/18/25
1000640012,Bank of America,GRND,1000,6/1/01
1007890036,Bank of America,GRND,6334,3/1/18
1000160125,Bank of America,GRND,500,22-Jan
1000200001,Bank of America,GRND,"1,650",13-Jun
1010240038,Bank of America,GRND,"2,000",20-May
1019310021,Bank of America,GRND,"3,449",19-Mar
1012580001,Bank of America,"2nd,3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th, 13th, 14th, 15th","383,000",22-Dec
1000200016,Bank of Communications,"31st, 32nd",20000,3/1/98
1013030033,Bank of Korea,23rd,4913,10/1/96
1008380024,BankCardXpress,3rd,500,22-Oct
1008210041,Bankrate,16th,7983,11/1/19
1013110050,BankUnited,2nd,"8,550",14-Feb
1013090023,Banner Ridge Partners,27th,6690,8/1/24
1012760004,Bano De La Republica Oriental Del Uruguay,22nd,"4,855",18-Nov
1009930047,Banq,GRND,500,25-Jun
1012970023,Banque de France,47th,5500,21-May
1008030021,Banyan Tree Thai Spa,2nd,1722,8/1/21
1008620013,Banza,12th,5000,3/1/22
1007130001,Bar Suzette,GRND,1200,6/16/25
1007840060,Bar Wedding,14th,1700,3/1/24
1007950028,Barbarian,7th,22957,6/1/01
1012630034,Barber Jewelers,7th,"3,000",3-Jul
1012890014,Barberino Restaurant,GRND,753,24-Jan
1008480043,Barbounia,GRND,"4,809",10-Apr
1005010015,Barbour,GRND,1993,3/1/01
1009960001,BARBRI of New York,8th,9349,1/1/91
